11,9.7108,0
13,8.18,0.001
12,8.9454,0.001
11,8.9454,0.002
12,8.9454,0.003
7,8.9454,0.004
12,8.18,0.005
11,8.9454,0.006
11,8.9454,0.007
11,8.18,0.008
11,8.9454,0.009
9,8.9454,0.009
10,9.7108,0.01
12,9.7108,0.011
13,9.7108,0.012
9,9.7108,0.013
10,9.7108,0.014
11,9.7108,0.015
12,9.7108,0.016
12,9.7108,0.017
10,9.7108,0.018
12,9.7108,0.02
12,9.7108,0.022
12,8.9454,0.023
12,9.7108,0.024
18,8.9454,0.025
16,8.9454,0.027
11,8.18,0.028
11,8.9454,0.029
12,8.9454,0.03
10,9.7108,0.032
11,9.7108,0.033
10,9.7108,0.034
11,9.7108,0.035
13,9.7108,0.037
15,8.9454,0.038
12,9.7108,0.039
12,9.7108,0.04
11,8.9454,0.042
9,8.9454,0.043
11,9.7108,0.044
12,8.9454,0.045
11,9.7108,0.047
12,8.9454,0.048
12,9.7108,0.049
11,9.7108,0.05
10,9.7108,0.052
12,9.7108,0.053
11,9.7108,0.054
12,9.7108,0.055
14,9.7108,0.057
11,9.7108,0.058
12,9.7108,0.059
13,9.7108,0.06
13,8.9454,0.061
15,8.9454,0.064
12,8.9454,0.065
11,9.7108,0.066
12,8.9454,0.067
8,8.9454,0.069
10,9.7108,0.07
10,9.7108,0.071
11,9.7108,0.072
12,9.7108,0.074
10,9.7108,0.075
11,8.9454,0.076
11,9.7108,0.077
12,8.9454,0.079
12,9.7108,0.08
10,8.9454,0.081
11,9.7108,0.082
13,9.7108,0.084
13,9.7108,0.085
9,8.9454,0.086
9,9.7108,0.087
13,9.7108,0.088
11,9.7108,0.09
11,9.7108,0.091
12,9.7108,0.092
16,8.9454,0.093
11,9.7108,0.095
10,9.7108,0.096
9,9.7108,0.097
11,9.7108,0.098
9,9.7108,0.1
13,9.7108,0.101
11,9.7108,0.102
9,9.7108,0.103
11,9.7108,0.106
11,9.7108,0.107
13,9.7108,0.108
12,9.7108,0.11
11,9.7108,0.111
9,9.7108,0.112
11,9.7108,0.114
12,9.7108,0.115
12,8.9454,0.116
9,9.7108,0.118
12,9.7108,0.119
12,9.7108,0.12
10,9.7108,0.121
15,9.7108,0.123
12,9.7108,0.124
10,9.7108,0.125
10,9.7108,0.127
13,9.7108,0.128
10,9.7108,0.129
11,9.7108,0.131
12,10.476,0.132
12,9.7108,0.133
11,9.7108,0.135
13,8.9454,0.136
11,9.7108,0.137
10,9.7108,0.139
11,9.7108,0.14
12,9.7108,0.141
11,9.7108,0.143
13,8.18,0.144
11,9.7108,0.145
11,9.7108,0.148
11,8.9454,0.149
6,9.7108,0.15
11,9.7108,0.152
7,9.7108,0.153
12,9.7108,0.154
13,9.7108,0.155
10,9.7108,0.157
12,8.9454,0.158
11,9.7108,0.159
11,9.7108,0.161
11,9.7108,0.162
12,9.7108,0.163
12,9.7108,0.165
12,9.7108,0.166
11,9.7108,0.167
12,9.7108,0.169
12,8.9454,0.17
11,8.9454,0.171
12,9.7108,0.173
12,8.9454,0.174
12,9.7108,0.175
11,9.7108,0.177
11,9.7108,0.178
12,9.7108,0.179
12,9.7108,0.181
11,9.7108,0.182
11,9.7108,0.183
13,9.7108,0.185
11,9.7108,0.186
11,8.9454,0.187
9,9.7108,0.189
11,9.7108,0.191
11,9.7108,0.192
12,8.9454,0.194
11,9.7108,0.195
11,9.7108,0.196
11,9.7108,0.198
12,9.7108,0.199
9,9.7108,0.2
14,9.7108,0.201
12,8.9454,0.203
10,9.7108,0.204
12,9.7108,0.205
10,8.9454,0.207
9,9.7108,0.208
12,9.7108,0.209
11,9.7108,0.211
11,9.7108,0.212
11,9.7108,0.213
12,9.7108,0.215
12,9.7108,0.216
13,9.7108,0.217
8,10.476,0.219
11,9.7108,0.22
11,9.7108,0.221
13,9.7108,0.223
12,9.7108,0.224
7,9.7108,0.225
5,9.7108,0.226
11,9.7108,0.228
12,9.7108,0.229
11,9.7108,0.23
8,9.7108,0.233
12,9.7108,0.234
10,9.7108,0.235
10,9.7108,0.237
11,9.7108,0.238
11,9.7108,0.239
11,9.7108,0.241
11,9.7108,0.242
11,9.7108,0.243
14,9.7108,0.245
11,9.7108,0.246
12,10.476,0.247
12,9.7108,0.249
11,9.7108,0.25
17,8.9454,0.251
12,9.7108,0.253
15,9.7108,0.254
11,9.7108,0.255
12,9.7108,0.256
11,9.7108,0.258
11,8.9454,0.259
13,9.7108,0.26
12,9.7108,0.262
11,9.7108,0.263
12,9.7108,0.264
11,9.7108,0.266
13,9.7108,0.267
10,9.7108,0.268
11,9.7108,0.27
11,9.7108,0.271
10,9.7108,0.272
12,9.7108,0.274
11,9.7108,0.276
12,9.7108,0.277
11,9.7108,0.279
9,9.7108,0.28
11,9.7108,0.281
10,9.7108,0.283
12,9.7108,0.284
11,9.7108,0.285
11,9.7108,0.287
12,9.7108,0.288
15,9.7108,0.289
11,9.7108,0.291
11,9.7108,0.292
11,9.7108,0.293
10,9.7108,0.295
11,9.7108,0.296
13,9.7108,0.297
11,9.7108,0.299
12,9.7108,0.3
11,9.7108,0.301
11,9.7108,0.303
8,9.7108,0.304
11,9.7108,0.305
11,9.7108,0.306
11,9.7108,0.308
12,9.7108,0.309
11,9.7108,0.31
12,9.7108,0.312
11,9.7108,0.313
11,9.7108,0.314
11,9.7108,0.316
12,9.7108,0.317
11,9.7108,0.319
10,9.7108,0.321
11,9.7108,0.322
12,9.7108,0.323
11,9.7108,0.325
16,9.7108,0.326
12,9.7108,0.327
10,9.7108,0.329
12,10.476,0.33
12,9.7108,0.331
11,9.7108,0.333
