-49.448,8.9454,0
-49.448,8.9454,0.001
-56.78,8.9454,0.001
-56.78,9.7108,0.002
-49.448,8.9454,0.003
-49.448,9.7108,0.004
-42.117,8.9454,0.005
-56.78,8.9454,0.006
-56.78,8.9454,0.007
-49.448,8.18,0.008
-42.117,8.9454,0.009
-64.111,8.9454,0.01
-56.78,11.242,0.01
-56.78,9.7108,0.011
-64.111,14.303,0.012
-56.78,22.723,0.013
-42.117,25.784,0.014
-42.117,33.438,0.015
-49.448,40.327,0.016
-49.448,51.042,0.017
-42.117,61.758,0.019
-42.117,74.004,0.02
-42.117,85.485,0.022
-42.117,97.732,0.024
-42.117,107.68,0.025
-42.117,115.34,0.026
-49.448,118.4,0.028
-56.78,118.4,0.029
-49.448,119.93,0.03
-56.78,118.4,0.032
-64.111,120.69,0.033
-56.78,121.46,0.034
-49.448,122.22,0.036
-56.78,121.46,0.037
-64.111,119.93,0.038
-49.448,119.16,0.039
-56.78,118.4,0.041
-34.786,118.4,0.042
-49.448,118.4,0.043
-49.448,117.63,0.045
-42.117,118.4,0.046
-42.117,119.16,0.047
-49.448,119.16,0.049
-34.786,119.93,0.05
-49.448,119.16,0.051
-56.78,119.16,0.053
-42.117,118.4,0.054
-42.117,118.4,0.055
-49.448,118.4,0.057
-49.448,117.63,0.058
-49.448,117.63,0.059
-56.78,117.63,0.061
-49.448,118.4,0.062
-42.117,118.4,0.063
-27.454,118.4,0.066
-56.78,118.4,0.067
-49.448,118.4,0.068
-49.448,118.4,0.07
-49.448,118.4,0.071
-49.448,117.63,0.072
-49.448,117.63,0.074
-42.117,117.63,0.075
-56.78,117.63,0.076
-49.448,117.63,0.078
-49.448,117.63,0.079
-27.454,117.63,0.08
-49.448,118.4,0.082
-64.111,118.4,0.083
-34.786,117.63,0.084
-49.448,117.63,0.086
-49.448,117.63,0.087
-42.117,117.63,0.088
-56.78,117.63,0.09
-34.786,116.87,0.091
-56.78,116.87,0.092
-42.117,117.63,0.094
-56.78,117.63,0.095
-49.448,117.63,0.096
-56.78,117.63,0.098
-49.448,116.87,0.099
-49.448,117.63,0.1
-49.448,116.87,0.102
-49.448,117.63,0.103
-49.448,116.87,0.104
-49.448,116.87,0.107
-49.448,117.63,0.108
-49.448,116.87,0.11
-42.117,116.87,0.111
-49.448,116.87,0.113
-56.78,116.87,0.114
-42.117,116.87,0.115
-56.78,116.87,0.117
-56.78,116.87,0.118
-49.448,116.87,0.12
-42.117,116.87,0.121
-56.78,116.87,0.122
-56.78,116.87,0.124
-49.448,116.87,0.125
-49.448,116.87,0.127
-49.448,116.1,0.128
-49.448,116.87,0.129
-42.117,116.87,0.131
-49.448,116.1,0.132
-42.117,116.87,0.134
-49.448,116.1,0.135
-42.117,116.1,0.137
-56.78,116.87,0.138
-27.454,116.1,0.139
-49.448,116.87,0.141
-56.78,116.87,0.142
-34.786,116.1,0.144
-49.448,116.1,0.145
-56.78,116.1,0.146
-64.111,116.1,0.148
-49.448,116.1,0.15
-42.117,116.1,0.152
-56.78,116.1,0.153
-56.78,116.1,0.154
-42.117,116.1,0.156
-49.448,116.1,0.157
-56.78,116.1,0.159
