38	24
40	28
43	26
41	24
42	25
41	26
40	28
38	27
40	28
40	31
43	38
48	38
54	46
63	51
73	52
69	47
59	43
47	40
47	38
46	38
52	45
62	49
66	54
73	53
71	48
66	51
69	61
85	67
95	78
96	81
91	71
92	77
95	84
100	92
103	96
106	106
108	112
111	117
111	119
111	124
112	124
112	120
110	106
104	90
101	77
91	68
85	60
81	61
83	63
83	66
88	75
93	84
99	88
104	91
99	95
104	98
108	102
110	108
112	111
112	113
114	119
107	117
112	117
112	118
111	119
112	127
112	118
116	121
115	124
113	121
115	124
112	127
114	124
118	126
115	123
113	123
108	125
114	117
116	118
113	112
109	104
103	85
98	72
86	63
83	61
79	62
86	72
90	71
91	63
78	52
58	44
50	38
45	35
50	42
58	48
64	45
55	39
48	29
40	25
38	30
47	37
60	43
55	40
48	29
41	26
43	22
45	32
54	41
60	47
68	59
80	68
89	78
96	87
101	94
104	95
105	98
104	94
101	81
95	65
80	53
65	44
49	35
43	31
44	31
43	36
52	40
55	42
48	34
44	31
40	28
41	35
50	40
54	41
51	29
41	23
41	25
40	30
52	37
57	39
54	35
47	32
51	38
58	49
72	63
79	61
77	50
61	42
56	40
56	44
62	47
73	56
79	61
79	55
71	45
62	49
73	59
81	67
85	64
80	56
72	57
71	62
86	70
89	70
88	62
76	57
75	57
79	65
82	63
81	57
67	45
56	41
49	36
46	39
57	44
67	52
78	58
75	50
62	38
48	32
47	35
54	46
68	57
75	58
71	43
49	33
40	26
40	31
44	31
43	28
38	30
39	27
42	25
41	29
36	24
39	27
39	25
36	22
37	24
37	27
37	24
37	25
39	26
37	24
37	25
35	24
37	24
39	27
39	24
38	25
36	25
37	25
38	26
37	23
40	25
36	25
36	22
46	34
55	39
60	36
51	38
49	41
53	48
58	45
51	36
46	36
53	48
67	55
71	49
65	48
67	57
85	72
96	81
100	99
103	93
101	89
105	109
108	105
110	112
112	124
119	125
115	129
115	130
111	117
103	92
95	68
77	53
63	46
62	52
77	61
70	43
56	44
65	46
56	35
47	26
39	27
38	27
36	24
44	25
39	25
39	26
39	24
43	31
43	30
42	29
42	37
48	33
45	31
42	30
47	37
53	40
47	33
44	30
43	43
57	48
62	47
52	41
49	46
58	50
55	43
62	52
65	48
62	49
68	62
84	73
93	78
94	77
90	67
87	69
95	87
106	101
108	106
110	114
112	109
108	108
103	87
90	60
74	50
65	52
74	64
86	66
80	51
58	43
63	56
74	51
60	40
43	28
39	28
39	25
39	21
41	26
39	27
35	22
36	25
38	24
40	30
53	42
56	37
43	30
42	30
49	39
58	43
56	44
67	59
80	54
73	52
83	67
91	88
96	79
88	61
88	72
101	103
105	114
110	117
110	125
115	128
113	131
112	132
113	127
111	113
106	80
88	61
78	60
81	65
91	87
106	120
113	127
112	122
104	103
101	76
83	64
88	74
95	80
92	70
88	81
101	107
109	120
107	116
111	123
111	130
114	134
110	113
106	107
107	115
109	124
110	118
104	99
104	104
106	112
110	106
105	82
97	86
100	106
107	108
102	89
93	79
92	85
99	96
102	93
95	68
88	66
87	77
95	83
94	70
84	64
87	71
94	82
90	71
82	58
74	59
87	71
90	67
86	58
72	53
68	56
83	65
85	61
75	53
63	50
73	61
83	58
76	47
61	48
62	51
74	60
78	52
63	45
56	44
63	50
66	52
62	46
50	38
49	37
57	46
61	44
53	34
43	34
47	40
54	39
45	34
40	32
44	37
46	33
38	28
43	36
48	30
39	27
42	33
44	32
38	31
44	32
40	27
42	31
46	31
41	29
41	31
44	33
40	26
39	25
40	30
41	29
39	26
41	31
42	31
40	28
42	33
46	35
42	32
51	41
52	36
51	40
59	44
56	42
56	49
63	46
56	42
62	51
68	49
63	51
74	55
72	51
71	59
80	58
73	51
79	66
83	59
78	60
87	69
80	60
88	73
89	66
85	67
95	78
95	72
91	78
96	83
93	79
96	90
98	76
93	77
100	94
101	98
106	104
109	114
109	119
110	118
108	117
108	105
108	93
98	84
97	75
90	65
83	61
81	56
71	50
67	50
61	46
55	43
51	42
47	38
45	38
44	37
43	35
43	31
43	33
41	30
38	31
39	28
39	29
42	30
41	29
39	30
42	31
42	30
40	32
41	27
39	29
40	33
39	29
44	31
41	31
38	29
38	30
42	30
38	30
40	24
39	28
39	31
40	30
40	30
36	29
39	31
39	33
37	28
38	29
39	30
41	31
42	31
41	35
46	38
49	43
54	41
56	47
59	47
67	52
71	53
72	58
73	57
75	59
74	51
74	49
