73	73
76	75
74	75
76	73
75	73
73	75
77	74
75	73
78	76
73	76
75	72
75	75
76	75
73	75
76	75
75	75
76	74
77	75
77	75
75	74
72	73
74	75
71	74
76	75
74	74
74	77
79	75
75	74
73	73
73	73
79	75
74	73
78	74
74	75
77	73
77	73
75	73
74	73
75	73
73	72
75	73
76	76
74	73
72	75
73	76
74	74
75	73
72	75
75	74
73	73
75	78
74	76
78	75
76	76
73	73
77	74
74	74
76	72
73	74
75	74
74	74
73	73
75	73
78	76
76	75
72	76
77	75
75	73
74	76
75	75
76	78
74	75
75	75
74	72
72	72
79	72
74	76
77	77
77	77
76	76
72	76
74	73
73	75
75	75
75	75
75	74
76	76
74	74
75	78
76	73
78	74
73	75
74	73
77	74
77	74
77	73
77	75
80	77
77	78
80	77
80	76
76	74
74	74
76	76
74	76
76	72
76	78
78	76
79	76
76	73
74	73
77	76
75	75
74	75
73	71
77	72
72	71
69	68
72	70
66	69
68	69
69	66
68	65
66	60
66	63
65	58
64	58
61	58
58	58
57	56
58	56
59	56
57	54
57	55
57	55
54	53
57	53
55	53
54	55
54	52
56	55
56	54
56	51
54	53
53	54
54	53
55	54
53	52
56	54
55	54
51	53
55	54
55	53
54	54
53	50
52	55
54	51
55	55
55	52
58	55
53	54
52	53
55	53
54	55
56	53
58	54
54	54
54	54
52	52
58	53
54	52
58	53
53	54
58	52
52	57
57	53
52	52
53	53
56	56
54	50
51	53
53	53
56	54
55	53
55	56
55	55
53	51
57	54
54	55
56	54
55	54
56	55
55	50
53	52
53	51
55	53
55	55
55	53
54	51
55	55
52	53
51	54
52	51
50	52
55	56
52	53
55	54
56	53
52	53
52	52
51	52
55	51
53	55
56	54
51	54
54	54
53	53
57	53
52	54
54	53
54	52
52	51
53	53
56	53
55	53
55	51
55	56
55	51
52	53
56	52
57	55
54	54
53	52
51	52
54	53
53	52
55	54
52	52
53	54
53	50
55	52
50	53
53	55
56	51
48	54
57	52
52	56
52	54
53	54
52	53
54	56
55	53
56	55
54	55
54	54
55	54
53	57
55	54
52	57
54	55
55	53
54	51
53	52
51	54
52	53
55	52
54	54
52	54
49	52
54	54
52	52
52	54
56	51
55	56
56	54
55	51
55	52
54	53
57	54
56	52
53	54
56	55
55	55
57	52
54	53
53	51
53	54
52	52
56	53
54	53
54	53
53	54
56	56
55	53
53	52
51	56
55	51
52	52
49	53
52	53
53	53
53	52
56	54
53	55
56	53
54	52
50	53
53	52
54	52
57	53
52	53
52	53
51	54
55	54
51	50
53	49
52	51
52	50
55	45
52	48
51	48
50	46
48	48
45	44
47	45
49	43
48	43
49	44
47	43
43	41
44	44
45	43
49	47
46	44
45	43
46	43
46	44
48	40
47	41
48	43
48	41
45	43
46	42
44	44
45	43
48	43
47	44
44	42
48	46
48	44
46	41
45	46
48	43
49	44
48	40
48	41
45	45
45	46
49	41
47	42
44	42
45	40
47	46
45	46
45	44
45	42
47	45
46	47
45	43
48	43
45	44
46	43
45	43
47	43
44	42
44	43
45	41
49	44
45	43
46	44
44	45
45	45
45	41
44	45
44	43
45	44
46	43
45	41
47	45
47	42
49	43
46	41
45	43
48	42
45	42
49	45
47	46
48	42
45	41
47	41
44	41
46	44
46	44
46	42
48	46
48	42
46	43
47	46
47	46
46	44
46	42
44	42
47	43
46	44
43	42
45	43
48	42
47	45
45	43
47	43
47	43
46	43
48	45
47	42
45	41
47	44
48	43
47	44
48	43
44	41
48	45
46	41
48	45
48	44
46	42
48	43
45	46
47	41
46	47
45	45
45	43
47	43
44	44
45	43
46	42
44	44
48	43
44	42
47	44
46	42
45	41
47	43
43	43
45	41
49	42
44	43
46	42
47	40
47	42
47	43
49	43
46	44
46	42
44	43
48	42
46	42
46	46
47	43
47	40
44	42
46	42
47	42
44	42
44	44
44	43
45	40
50	45
46	44
46	46
48	43
47	45
46	46
44	41
44	45
48	42
47	46
44	44
47	44
46	44
44	42
47	41
43	38
41	41
41	40
41	39
40	38
37	36
41	34
35	33
39	36
32	30
35	34
34	31
35	34
33	31
35	30
31	33
32	31
32	31
30	31
31	37
33	29
32	33
25	34
30	31
31	32
31	32
32	31
30	36
33	33
31	34
28	34
31	33
31	33
31	33
29	34
30	34
30	33
30	34
29	36
30	32
28	35
32	34
28	34
28	34
31	34
28	35
31	34
29	33
30	33
32	32
29	33
31	33
32	36
28	36
32	35
31	31
30	37
29	35
32	32
30	33
31	33
32	32
29	31
33	32
31	34
30	31
32	32
30	33
28	35
31	34
31	34
32	33
31	34
32	32
32	32
29	32
31	34
31	31
30	36
32	32
29	33
31	32
29	33
30	34
29	32
30	35
33	33
30	33
31	33
30	34
32	35
31	33
32	34
27	33
29	34
30	33
30	31
31	30
32	35
31	36
28	34
30	34
30	32
31	33
30	33
33	35
32	34
31	33
31	33
33	32
33	36
32	35
33	37
32	31
31	35
32	31
30	34
29	34
34	32
32	35
32	32
33	34
31	34
33	32
29	34
30	34
29	32
32	31
32	30
32	32
33	35
30	31
30	35
34	34
33	33
29	35
28	30
32	33
31	36
30	32
32	33
36	33
31	35
33	33
32	35
34	36
32	34
30	31
32	32
32	33
30	32
31	32
34	34
28	32
32	34
32	32
32	32
32	35
33	35
31	33
35	34
31	34
31	32
29	34
31	36
31	30
31	32
32	36
30	32
31	30
33	33
32	35
36	32
36	37
38	34
36	35
40	34
40	36
40	36
40	39
41	39
45	44
42	43
47	46
48	47
47	46
47	48
49	42
47	44
48	47
50	47
48	46
48	44
47	49
47	50
46	46
47	46
47	47
49	47
47	47
49	46
48	49
50	50
49	49
47	45
50	46
50	45
47	46
49	48
50	46
51	48
52	46
48	46
49	48
47	46
49	49
52	47
51	45
49	48
48	48
46	47
52	44
48	46
48	46
46	50
49	48
48	47
48	47
48	47
47	46
49	44
45	43
47	44
51	45
48	44
49	47
48	47
52	47
49	47
48	44
50	48
49	45
48	47
48	49
50	47
46	46
49	48
48	46
49	45
50	47
50	46
47	47
48	47
49	48
46	46
47	45
46	48
48	45
46	44
48	47
47	46
47	46
48	50
47	46
49	46
49	47
47	45
50	48
49	47
48	46
50	45
47	48
51	45
47	44
50	46
46	47
50	47
49	49
50	44
50	43
46	47
46	45
48	47
51	45
51	49
52	49
53	47
55	51
53	52
56	53
52	54
55	53
52	55
58	52
58	56
60	56
60	59
59	59
61	57
61	58
59	59
60	58
61	57
61	57
61	56
61	55
60	56
59	57
61	57
60	56
59	56
60	59
55	56
62	59
60	56
59	57
60	59
59	58
58	56
60	56
60	58
59	57
59	58
60	55
59	56
58	55
59	56
62	59
59	56
60	58
60	57
58	57
60	56
60	57
62	59
60	57
62	60
60	57
58	59
59	59
59	58
62	60
57	57
60	58
59	59
61	58
62	59
60	59
60	56
60	55
60	57
60	59
58	59
59	56
62	57
59	55
61	55
60	56
58	57
60	58
59	60
58	59
63	56
61	60
58	56
58	57
62	59
62	57
59	60
60	60
61	56
59	59
60	59
60	56
64	61
57	58
60	56
59	58
60	58
58	57
59	59
61	58
58	55
61	56
59	58
56	57
59	57
59	55
60	61
62	57
59	56
66	57
59	57
61	58
58	54
59	60
63	56
58	58
57	55
62	59
61	58
61	57
60	57
64	57
62	58
61	57
60	58
64	61
62	53
60	60
61	61
61	59
62	56
63	59
62	59
64	61
64	63
65	67
69	65
67	66
73	68
71	70
71	69
69	68
76	74
74	72
76	74
74	72
77	73
78	77
76	74
74	75
77	76
77	72
78	75
79	75
78	78
79	76
78	77
82	77
82	80
75	77
76	77
76	75
76	76
77	81
74	74
76	73
77	77
76	79
78	76
76	76
76	75
76	78
77	74
77	76
76	78
73	75
74	78
75	75
74	76
76	77
79	76
75	75
76	73
76	75
75	75
76	75
78	75
72	77
75	78
75	76
76	78
77	73
75	77
76	77
75	75
75	77
75	77
78	75
74	80
73	77
76	75
77	75
74	75
76	77
74	74
76	74
77	75
75	76
72	76
77	77
73	78
76	78
75	72
77	76
74	74
75	77
74	76
75	73
75	75
74	74
79	73
78	76
78	73
79	76
77	77
