
52		48

48		42

49		40

43		33

44		33

43		34

40		33

47		42

50		57

58		63

61		60

53		53

52		45

46		37

44		32

40		33

41		27

38		26

39		27

42		26

40		26

35		31

42		37

45		44

51		58

61		72

69		83

75		92

82		102

88		116

91		126

95		130

101		142

106		151

108		156

108		161

107		169

116		175

113		170

106		151

103		131

95		127

98		141

108		155

108		148

97		129

95		121

96		128

95		126

89		110

82		105

87		116

91		107

78		96

80		104

85		110

81		95

67		69

62		68

68		84

76		94

78		90

71		70

58		60

63		74

67		66

58		54

52		55

56		60

58		56

53		43

44		39

43		49

54		55

56		58

50		40

41		39

44		42

46		38

43		34

40		37

40		41

45		41

41		30

39		29

38		27

39		43

48		41

44		33

34		24

40		27

37		36

40		30

38		24

36		22

38		33

45		40

43		34

37		29

40		33

44		49

50		51

47		48

48		51

53		60

59		60

54		52

51		53

55		66

68		88

72		74

64		76

72		96

82		105

85		101

80		84

75		91

82		109

92		120

92		113

86		111

94		125

100		142

95		126

95		121

95		134

103		152

108		154

102		146

105		153

112		173

113		166

114		156

107		159

111		177

112		172

107		153

106		141

108		153

109		163

114		160

106		144

97		133

99		144

101		153

103		140

96		123

94		130

100		145

106		147

100		126

89		110

86		114

92		131

98		127

93		109

77		92

75		99

84		109

84		102

72		82

69		84

73		97

80		100

78		83

66		58

58		64

64		84

72		93

70		78

57		58

50		44

46		37

39		34

39		35

42		36

45		53

53		68

62		68

55		51

44		41

46		48

51		61

56		65

52		50

47		31

38		25

38		27

41		30

39		40

46		54

56		66

67		80

72		78

63		62

50		44

44		34

45		37

41		36

46		54

59		75

71		89

76		89

69		75

55		52

47		47

49		54

60		73

76		106

88		118

94		115

86		107

87		111

91		124

94		125

92		117

96		127

96		137

105		147

109		163

109		160

106		157

107		153

103		141

99		127

92		116

83		104

79		90

73		81

64		67

58		63

52		55

52		50

48		45

46		43

45		36

43		32

44		31

40		24

37		26

37		28

40		28

39		27

39		26

44		40

50		53

56		68

70		88

80		102

88		118

94		123

97		130

100		139

102		143

104		153

108		149

103		140

93		119

85		99

84		109

95		130

101		129

92		106

81		95

81		101

84		104

75		73

56		48

47		38

44		40

45		50

59		71

76		95

82		105

85		101

78		87

63		56

44		42

47		49

51		46

47		37

38		32

38		26

40		24

39		23

36		28

38		29

39		39

50		51

56		58

55		58

59		62

60		66

63		66

53		47

46		34

42		35

39		34

41		41

50		56

61		67

70		76

67		65

55		52

56		50

53		68

72		88

79		99

77		80

69		82

75		99

85		103

78		91

77		95

87		115

92		121

91		112

88		115

95		134

103		136

97		127

96		135

106		152

109		161

113		166

111		164

113		164

109		160

106		143

98		132

91		118

85		106

77		86

72		73

60		67

56		55

45		49

45		42

47		45

46		42

52		51

55		63

65		86

77		104

84		113

88		112

86		105

78		90

71		71

59		56

49		49

47		43

49		45

53		53

51		59

52		56

51		47

45		44

42		42

43		40

42		38

42		41

43		40

43		44

52		53

59		63

72		86

79		99

88		109
