45		40

44		41

48		41

45		41

46		40

45		39

45		40

47		53

58		68

70		87

79		104

87		111

90		116

91		115

82		97

71		85

71		88

79		107

88		126

96		138

101		141

99		124

86		99

75		83

65		80

67		87

82		113

98		145

108		168

115		166

110		157

103		133

93		125

98		144

104		159

109		156

103		138

93		131

98		139

108		157

111		161

108		146

99		125

93		124

97		134

101		142

99		132

92		116

88		119

95		133

97		129

89		108

77		94

80		106

91		115

85		96

67		75

64		80

78		98

81		101

79		74

58		50

50		63

69		92

84		100

79		86

60		58

55		54

56		67

67		74

64		62

51		42

47		43

52		55

56		61

57		52

48		39

48		44

51		55

52		45

44		34

42		30

44		42

48		40

45		28

37		28

36		27

34		27

38		23

40		27

42		22

39		29

42		39

49		49

57		71

68		85

81		102

85		108

90		116

92		123

97		130

103		146

106		153

108		161

110		164

108		166

112		168

108		169

109		163

107		147

102		128

90		108

82		91

70		74

60		61

53		49

52		43

45		40

43		34

41		32

39		31

43		31

37		29

42		38

44		48

56		60

62		67

61		67

59		56

53		43

42		33

40		36

48		44

47		38

38		28

39		26

41		28

39		29

41		27

38		29

38		26

40		30

39		41

51		54

58		60

60		63

56		55

50		40

40		34

43		35

45		48

55		61

60		75

67		74

66		62

52		46

49		45

48		53

59		71

75		96

84		108

86		103

76		80

65		67

60		73

72		94

82		113

93		126

91		114

83		96

76		89

78		98

86		111

93		122

96		117

89		107

86		102

86		112

96		132

99		129

92		117

89		111

89		115

93		130

101		139

101		134

97		115

87		105

86		120

98		144

108		159

108		152

101		134

98		137

102		154

111		169

112		171

116		166

109		158

100		138

94		122

89		106

78		91

70		75

61		61

57		52
