51		44

49		46

48		46

49		44

52		46

49		48

49		44

48		46

49		47

48		46

53		46

49		47

50		45

49		47

50		47

48		48

51		48

48		47

50		43

50		48

50		46

51		47

49		45

50		47

47		47

47		44

52		45

50		47

50		49

53		48

46		49

46		44

50		45

48		48

48		57

60		66

68		73

72		82

79		90

83		96

88		101

88		106

89		97

71		60

54		55

58		74

78		105

93		114

96		117

97		108

78		73

64		73

73		87

83		102

87		113

95		128

100		134

100		134

101		132

102		130

99		115

88		93

73		60

53		40

43		35

41		32

41		35

40		37

52		49

57		60

74		85

87		108

94		118

100		120

98		122

97		123

99		122

99		122

95		113

92		105

87		92

78		77

68		57

55		48

49		42

49		37

46		40

47		44

53		56

71		87

87		115

94		132

99		139

104		146

101		137

95		118

84		94

69		69

59		55

60		66

74		91

85		110

92		110

86		94

75		76

68		79

74		93

82		87

75		91

83		109

87		107

93		128

101		145

107		152

111		164

115		157

105		138

98		120

89		96

74		70

60		56

58		71

71		86

85		110

91		131

100		142

108		149

110		154

107		155

107		157

107		162

111		167

110		161

111		162

111		155

105		143

100		134

96		119

92		107

86		91

74		74

68		62

56		54

51		42

46		39

42		34

43		32

43		33

41		33

39		30

41		31

39		31

39		30

45		39

53		53

56		51

52		45

50		51

59		69

74		94

88		112

96		119

95		121

90		106

81		87

66		59

52		47

50		56

60		68

60		56

50		46

49		47

56		65

70		85

77		78

64		56

55		63

69		87

74		80

67		66

55		53

48		40

43		40

43		38

39		34

34		31

40		28

43		29

37		26

38		29

39		26

40		25

35		28

35		23

35		25

38		27

36		29

42		39

46		51

54		59

54		55

53		49

47		38

40		34

42		30

42		35

43		45

54		60

66		72

67		69

66		66

57		49

51		47

50		47

47		43

50		48

50		59

66		81

78		94

80		98

85		102

87		92

79		80

71		70

67		67

64		68

68		73

74		89

85		105

91		115

90		114

88		104

83		94

84		116

102		127

93		111

90		110

94		120

97		135

104		146

107		152

107		157

110		162

110		167

115		167

115		167

112		157

105		132

95		124

99		128

99		142

107		157

108		153

104		142

100		124

87		109

88		110

93		122

98		136

101		135

96		115

85		96

76		87

73		90

83		103

86		113

89		104

81		90

70		69

66		71

73		88

77		95

81		84

69		66

56		56

57		62

61		68

70		82

72		72

62		57

52		48

52		52

55		57

58		65

60		63

57		51

50		41

46		44

50		52

52		59

56		51

48		39

44		33

42		31

43		31

42		33

39		29

38		26

37		24

37		24

35		27

40		27

38		26

39		29

39		26

39		38

47		43

52		54

59		65

68		76

72		90

81		95

86		101

88		110

92		119

94		128

97		132

101		137

104		142

104		142

105		150

107		157

108		157

109		165

110		157

108		157

107		154

106		145

98		139

96		122

94		111

90		106

85		95

78		86

72		75

65		65

59		57

55		56

55		54

49		52

49		45

48		46

45		40

44		41

48		35

42		36

43		35

40		31

41		25

39		27

36		26

40		25

41		26

41		25

39		24

42		23

40		29

41		35

41		38

44		45

51		59

61		70

73		83

81		99

84		104

86		110

94		118

95		125

99		131

101		138

106		145

108		152

103		154

106		157

110		161

111		161

113		160

104		148

104		130

94		112

85		91

75		78

67		68

61		56

56		49

49		46

47		40

47		39

45		39

44		37

48		45

54		57

62		64

56		54

54		54

61		67

69		78

77		88

83		96

84		103

84		106

87		90

71		65

55		53

51		44

48		42

49		47

50		55

60		56

53		47

51		51

50		57

55		48

46		35

40		33

37		29

40		27

41		22

40		23

41		29

42		41

54		52

59		68

73		84

80		94

80		100

85		106

88		105

82		87

72		85

81		94

88		101

81		95

85		109

93		124

97		133

104		139

100		138

98		123

91		112

94		132

100		127

100		127

99		138

103		144

104		134

98		108

85		109

93		122

91		111

91		116

91		111

85		102

90		116

99		123

90		103

80		95

78		96

81		106

90		112

86		95

72		88

78		102

86		95

75		91

77		103

85		115

89		118

93		119

97		124

90		107

73		68

56		56

58		60

59		75

79		111

98		131

101		132

94		118

87		86

66		54

48		40

49		47

56		60

67		79

65		60

55		57

60		57

49		34

42		34

45		47

63		77

79		91

81		83

64		52

51		51

60		69

68		60

55		40

48		38

46		50

61		73

75		82

66		52

49		41

52		55

60		45

48		39

47		44

55		52

55		41

41		27

40		23

40		29

47		44

64		73

82		99

87		101

84		88

67		49

54		46

63		67

77		69

64		58

60		74

81		90

84		115

99		138

103		138

99		120

92		115

97		136

99		125

97		140

105		153

106		150

105		135

101		141

107		156

109		154

106		146

98		115

79		91

81		110

93		116

86		93

74		95

88		110

80		84

63		60

52		45

48		42

48		49

55		65

69		66

57		50

62		61

73		81

67		65

50		31

38		28

38		25

40		35

49		53

65		80

82		97

86		99

87		93

75		70

55		42

49		47

57		60

61		49

52		37

48		42

51		40

43		32

41		33

44		42

48		34

41		28

42		31

36		32

41		30

37		27

39		26

39		23

38		28

40		34

49		49

63		62

73		70

74		65

65		44

44		34

44		34

49		45

62		53

54		40

48		41

55		56

77		83

87		105

91		100

80		73

64		56

59		54

65		73

78		103

92		103

78		79

71		94

84		94

79		94

86		107

82		95

82		103

91		121

96		128

92		110

86		106

96		130

104		156

110		170

111		172

111		177

110		183

113		173

112		162

100		125

87		93

68		57

48		45

49		42

45		38

42		37

42		41

52		61

59		52

47		39

47		46

58		60

60		55

55		59

64		77

82		97

76		79

71		83

79		104

89		113

88		109

94		130

102		154

106		164

109		168

108		143

95		106

75		84

74		97

86		125

96		137

100		121

84		95

76		81

75		88

78		100

81		90

70		68

61		64

63		83

79		103

89		113

86		93

72		72

58		57

53		56

56		64

67		87

81		106

80		97

70		76

56		60

56		57

56		63

60		66

54		46

47		37

42		39

44		39

48		49

58		61

69		77

75		75

67		66

64		54

46		41

45		37

46		38

48		47

55		53

56		48

48		39

42		35

49		46

54		48

50		41

46		42

54		45

55		56

61		67

72		70

66		62

56		49

48		40

42		33

42		38

42		40

42		41

48		53

59		52

56		43

46		37

46		42

52		53

55		48

49		40

45		37

45		49

56		61

63		66

65		69

62		56

51		45

49		47

54		57

65		69

64		71

64		60

52		46

48		52

57		62

63		59

52		48

45		40

46		36

44		37

50		45

60		61

67		80

78		90

78		96

84		93

79		83

73		68

60		57

58		54

47		46

45		42

42		38

39		38

45		39

50		51

55		55

50		41

43		35

44		46

51		53

51		46

45		38

43		40

47		44

53		60

62		73

68		78

69		64

56		49

47		38

42		42

53		53

54		60

57		57

53		43

44		42

47		45

56		51

51		48

46		39

42		38

44		49

52		58

54		57

56		56

57		65

62		74

72		78

73		86

73		79

64		65

55		48

46		38

42		46

51		63

66		73

67		61

53		43

44		36

49		47

53		55

56		52

53		51

47		42

45		38

42		33

47		42

50		48

52		49

56		51
