26	24
25	22
24	25
29	23
28	24
28	27
27	24
25	23
28	25
30	23
28	24
30	26
30	24
30	26
27	22
28	20
32	24
30	24
29	24
30	24
30	30
35	32
38	43
54	56
65	57
67	57
58	53
52	45
43	37
43	39
49	48
49	44
45	38
45	44
47	49
56	56
68	62
66	65
69	59
56	48
53	52
56	57
66	69
78	79
83	82
81	72
66	55
52	47
47	41
48	48
50	49
48	44
41	39
42	41
43	33
31	31
27	27
30	27
31	23
31	26
30	24
28	25
29	25
33	35
44	47
47	43
41	30
36	33
37	42
42	35
36	36
36	37
50	48
56	52
52	40
39	35
43	43
49	51
60	60
64	57
56	51
51	55
62	61
60	55
58	57
64	63
69	64
67	61
71	73
79	68
68	63
64	65
73	72
78	77
81	72
70	65
62	52
48	42
45	40
43	48
53	54
61	59
68	65
69	60
59	49
47	45
46	47
50	45
48	42
48	45
41	36
35	40
44	43
44	33
34	34
43	39
44	34
31	30
42	40
42	31
31	31
38	37
40	32
30	32
38	44
43	35
33	38
40	44
50	50
57	57
59	52
51	41
40	29
34	31
32	37
50	51
60	61
64	59
55	49
47	43
45	49
54	50
50	48
49	47
55	57
51	47
51	55
59	64
70	66
71	66
71	70
73	70
75	70
79	75
78	76
83	78
84	80
89	84
82	85
86	75
73	60
59	53
53	48
53	52
62	60
77	79
94	90
91	86
90	87
93	86
92	88
97	87
93	88
94	88
97	88
98	87
96	88
94	87
97	89
93	88
95	88
92	89
93	89
92	84
89	86
89	80
86	82
89	78
82	71
71	60
60	49
46	43
48	39
47	41
45	39
40	31
32	31
33	32
34	32
42	45
52	55
60	61
61	54
51	42
37	38
35	41
48	45
37	30
33	34
45	47
58	55
61	63
73	67
61	56
51	48
51	52
58	62
69	66
75	68
63	58
60	64
73	69
73	65
70	72
80	77
82	77
75	62
58	51
55	53
54	58
68	66
69	61
60	50
48	41
45	47
52	51
57	53
50	42
39	38
47	44
51	44
40	37
36	37
40	34
31	27
39	37
41	40
38	32
35	39
47	40
43	37
38	37
41	45
47	43
46	39
48	49
57	58
64	62
61	53
52	51
56	60
65	65
68	66
62	60
62	67
82	76
79	72
73	70
78	77
77	73
68	61
64	64
77	72
76	62
54	47
52	54
59	54
51	43
41	39
46	48
56	54
56	49
44	37
38	37
45	47
50	42
36	35
36	40
43	40
33	27
29	33
28	28
30	18
26	31
35	30
35	30
29	32
37	36
31	30
29	30
38	37
34	28
34	39
49	54
60	53
55	52
59	58
69	69
77	71
80	76
73	63
68	63
73	74
78	64
66	60
66	70
77	70
62	48
49	39
40	39
48	49
59	64
74	69
72	66
69	57
57	54
61	63
72	60
61	54
55	59
68	67
73	66
67	59
55	42
37	38
39	37
49	57
68	70
73	69
71	59
55	46
45	40
42	45
56	56
72	66
72	67
61	53
52	47
49	47
61	59
55	47
50	52
64	57
55	45
48	48
55	54
52	42
45	43
51	46
43	35
41	45
44	36
34	33
38	40
39	27
32	32
34	36
27	27
32	25
34	33
41	47
54	54
58	55
60	52
51	38
36	28
31	33
40	46
54	59
65	60
66	61
62	57
57	54
61	64
73	76
80	72
72	62
67	52
52	43
42	33
31	33
35	34
34	39
44	49
58	56
66	59
57	48
48	41
44	38
45	47
52	56
59	60
58	56
57	52
55	48
54	45
47	42
47	39
42	33
32	30
31	24
26	30
32	30
35	32
41	40
49	52
56	52
54	54
56	52
57	53
56	52
60	56
59	54
59	54
56	55
60	55
57	57
