-49.448,8.9454,0
-42.117,8.9454,0.001
-49.448,8.9454,0.001
-27.454,8.9454,0.002
-49.448,8.9454,0.003
-71.443,8.9454,0.004
-64.111,8.9454,0.005
-64.111,8.9454,0.006
-49.448,8.9454,0.007
-49.448,8.9454,0.008
-42.117,8.9454,0.009
-64.111,8.9454,0.01
-56.78,8.9454,0.01
-42.117,8.9454,0.011
-49.448,15.834,0.012
-42.117,22.723,0.013
-56.78,27.315,0.014
-49.448,35.734,0.015
-42.117,43.388,0.016
-49.448,53.339,0.017
-42.117,64.82,0.018
-27.454,77.831,0.02
-42.117,89.312,0.021
-34.786,102.32,0.022
-42.117,114.57,0.024
-42.117,127.58,0.025
-42.117,140.59,0.027
-42.117,152.84,0.029
-34.786,164.32,0.03
-42.117,176.57,0.031
-27.454,188.05,0.033
-34.786,195.7,0.034
-42.117,200.3,0.035
-56.78,199.53,0.037
-56.78,198,0.038
-56.78,197.23,0.039
-56.78,196.47,0.041
-49.448,198.76,0.042
-49.448,198.76,0.043
-49.448,198,0.045
-42.117,197.23,0.046
-49.448,195.7,0.047
-49.448,196.47,0.049
-56.78,196.47,0.05
-42.117,195.7,0.051
-34.786,195.7,0.053
-27.454,194.94,0.054
-42.117,195.7,0.055
-42.117,195.7,0.057
-12.792,195.7,0.058
-34.786,194.94,0.059
-49.448,194.94,0.061
-56.78,194.94,0.062
-34.786,194.94,0.063
-56.78,194.17,0.065
-49.448,194.17,0.066
-49.448,194.17,0.067
-49.448,193.41,0.07
-56.78,194.17,0.071
-34.786,194.17,0.072
-42.117,194.17,0.074
-34.786,193.41,0.075
-34.786,193.41,0.076
-42.117,194.17,0.078
-49.448,194.17,0.079
-34.786,193.41,0.08
-42.117,193.41,0.082
-42.117,193.41,0.083
-56.78,193.41,0.084
-5.4602,192.64,0.086
-49.448,192.64,0.087
-34.786,192.64,0.088
-42.117,192.64,0.09
-49.448,192.64,0.091
-34.786,192.64,0.092
-42.117,192.64,0.094
-49.448,192.64,0.095
-34.786,192.64,0.096
-20.123,192.64,0.098
-49.448,191.88,0.099
-49.448,191.88,0.1
