15.855,5.1184,0
15.855,3.5876,0.001
15.855,2.8222,0.001
15.855,3.5876,0.002
16.538,3.5876,0.003
15.855,2.0568,0.004
15.855,2.8222,0.005
15.855,3.5876,0.006
15.855,6.6492,0.007
15.855,3.5876,0.008
15.855,-0.2394,0.009
16.538,3.5876,0.009
15.855,2.8222,0.01
15.172,3.5876,0.011
15.855,3.5876,0.012
19.271,5.1184,0.013
19.954,4.353,0.014
22.686,6.6492,0.015
20.637,5.8838,0.016
19.954,5.1184,0.017
21.32,8.9454,0.018
20.637,5.1184,0.02
20.637,4.353,0.021
19.954,1.2914,0.022
19.271,5.1184,0.023
18.588,3.5876,0.025
19.271,2.8222,0.026
18.588,2.8222,0.027
19.271,4.353,0.028
19.954,3.5876,0.03
19.954,3.5876,0.031
19.954,5.1184,0.033
19.954,4.353,0.034
20.637,4.353,0.036
20.637,6.6492,0.037
20.637,3.5876,0.038
19.954,5.1184,0.039
19.954,2.8222,0.041
19.954,5.1184,0.042
19.954,5.8838,0.043
19.271,2.8222,0.044
19.271,4.353,0.046
18.588,5.1184,0.047
19.954,4.353,0.048
19.954,4.353,0.049
19.954,4.353,0.051
20.637,4.353,0.052
19.954,4.353,0.053
19.954,4.353,0.054
19.954,5.8838,0.056
19.954,4.353,0.057
19.954,5.1184,0.058
19.954,3.5876,0.059
19.954,4.353,0.061
19.271,2.8222,0.062
19.271,3.5876,0.063
19.954,4.353,0.064
19.954,5.1184,0.066
19.954,5.1184,0.067
19.954,5.1184,0.068
19.954,5.1184,0.069
19.954,4.353,0.071
19.954,4.353,0.072
19.954,4.353,0.073
19.954,5.1184,0.074
19.271,4.353,0.077
19.954,3.5876,0.078
19.954,2.8222,0.079
19.954,5.8838,0.08
19.954,4.353,0.082
19.954,3.5876,0.083
20.637,3.5876,0.084
19.954,4.353,0.085
19.954,3.5876,0.086
19.954,8.9454,0.088
19.954,3.5876,0.089
20.637,4.353,0.09
19.954,3.5876,0.091
19.954,3.5876,0.093
19.954,4.353,0.094
19.954,3.5876,0.095
19.954,3.5876,0.096
19.954,3.5876,0.098
19.954,3.5876,0.099
19.271,4.353,0.1
19.271,4.353,0.102
19.271,5.1184,0.103
19.954,2.8222,0.104
19.954,4.353,0.105
19.954,4.353,0.107
19.954,4.353,0.108
19.954,4.353,0.109
19.954,2.0568,0.111
19.954,2.0568,0.112
19.954,3.5876,0.113
19.954,4.353,0.115
19.954,4.353,0.116
19.271,5.1184,0.118
19.954,5.1184,0.12
19.954,4.353,0.121
19.954,3.5876,0.122
19.954,2.8222,0.124
19.954,4.353,0.125
19.954,6.6492,0.126
19.954,5.1184,0.128
19.954,4.353,0.129
19.954,6.6492,0.13
19.954,2.8222,0.132
20.637,4.353,0.133
19.954,3.5876,0.134
19.954,3.5876,0.136
19.271,4.353,0.137
19.954,5.1184,0.138
19.954,5.1184,0.14
19.271,5.1184,0.141
19.271,4.353,0.142
