MS, MPT, t (s), PWMi, PWMe, Pressure (Psi), LW (V), Displacement (mm)
7 ,  3 ,  123494 ,  0 ,  255 ,  8.15 ,  0.05 ,  1.69
7 ,  3 ,  123517 ,  220 ,  0 ,  7.71 ,  0.04 ,  1.59
7 ,  3 ,  123540 ,  220 ,  0 ,  7.82 ,  0.05 ,  1.59
7 ,  3 ,  123563 ,  220 ,  0 ,  10.36 ,  0.04 ,  1.59
7 ,  3 ,  123585 ,  220 ,  0 ,  15.53 ,  0.05 ,  1.79
7 ,  3 ,  123608 ,  220 ,  0 ,  21.26 ,  0.06 ,  2.48
7 ,  3 ,  123630 ,  220 ,  0 ,  26.77 ,  0.07 ,  3.37
7 ,  3 ,  123653 ,  220 ,  0 ,  31.61 ,  0.08 ,  4.27
7 ,  3 ,  123678 ,  220 ,  0 ,  35.69 ,  0.10 ,  5.16
7 ,  3 ,  123701 ,  220 ,  0 ,  39.32 ,  0.12 ,  6.15
7 ,  3 ,  123723 ,  220 ,  0 ,  42.07 ,  0.13 ,  6.95
7 ,  3 ,  123746 ,  220 ,  0 ,  44.28 ,  0.15 ,  7.54
7 ,  3 ,  123768 ,  220 ,  0 ,  46.04 ,  0.16 ,  8.14
7 ,  3 ,  123791 ,  220 ,  0 ,  47.69 ,  0.17 ,  8.63
7 ,  3 ,  123813 ,  220 ,  0 ,  49.01 ,  0.18 ,  9.13
7 ,  3 ,  123836 ,  220 ,  0 ,  50.22 ,  0.20 ,  9.53
7 ,  3 ,  123858 ,  220 ,  0 ,  51.43 ,  0.21 ,  10.02
7 ,  3 ,  123881 ,  220 ,  0 ,  52.42 ,  0.22 ,  10.42
7 ,  3 ,  123906 ,  220 ,  0 ,  53.42 ,  0.22 ,  10.72
7 ,  3 ,  123928 ,  220 ,  0 ,  54.30 ,  0.23 ,  11.01
7 ,  3 ,  123951 ,  220 ,  0 ,  55.07 ,  0.24 ,  11.31
7 ,  3 ,  123973 ,  220 ,  0 ,  55.84 ,  0.24 ,  11.61
7 ,  3 ,  123996 ,  220 ,  0 ,  56.61 ,  0.25 ,  11.81
7 ,  3 ,  124018 ,  220 ,  0 ,  57.27 ,  0.26 ,  12.10
7 ,  3 ,  124041 ,  220 ,  0 ,  57.93 ,  0.27 ,  12.40
7 ,  3 ,  124078 ,  220 ,  0 ,  58.92 ,  0.28 ,  12.70
7 ,  3 ,  124100 ,  220 ,  0 ,  59.47 ,  0.29 ,  13.00
7 ,  3 ,  124126 ,  220 ,  0 ,  60.13 ,  0.29 ,  13.20
