MS, MPT, t (s), PWMi, PWMe, Pressure (Psi), LW (V), Displacement (mm)
29 ,  3 ,  24813 ,  0 ,  255 ,  9.59 ,  0.01 ,  1.19
29 ,  3 ,  24857 ,  255 ,  0 ,  9.48 ,  0.01 ,  1.09
29 ,  3 ,  24901 ,  255 ,  0 ,  14.65 ,  0.01 ,  1.19
29 ,  3 ,  24945 ,  255 ,  0 ,  33.59 ,  0.04 ,  3.67
29 ,  3 ,  24989 ,  0 ,  255 ,  49.45 ,  0.13 ,  7.54
29 ,  3 ,  25033 ,  0 ,  255 ,  48.02 ,  0.14 ,  8.24
29 ,  3 ,  25077 ,  0 ,  255 ,  43.28 ,  0.12 ,  7.84
29 ,  3 ,  25121 ,  0 ,  255 ,  38.88 ,  0.09 ,  6.95
29 ,  3 ,  25167 ,  0 ,  255 ,  34.91 ,  0.07 ,  6.05
29 ,  3 ,  25211 ,  0 ,  255 ,  31.50 ,  0.05 ,  5.26
29 ,  3 ,  25255 ,  0 ,  255 ,  28.75 ,  0.04 ,  4.76
29 ,  3 ,  25298 ,  0 ,  255 ,  26.32 ,  0.03 ,  4.27
29 ,  3 ,  25342 ,  0 ,  255 ,  24.34 ,  0.03 ,  3.77
29 ,  3 ,  25387 ,  0 ,  255 ,  22.58 ,  0.02 ,  3.47
29 ,  3 ,  25431 ,  0 ,  255 ,  21.04 ,  0.02 ,  3.18
29 ,  3 ,  25475 ,  0 ,  255 ,  19.61 ,  0.01 ,  2.88
29 ,  3 ,  25518 ,  0 ,  255 ,  18.51 ,  0.02 ,  2.68
29 ,  3 ,  25562 ,  0 ,  255 ,  17.51 ,  0.01 ,  2.48
29 ,  3 ,  25608 ,  0 ,  255 ,  16.52 ,  0.01 ,  2.28
29 ,  3 ,  25652 ,  0 ,  255 ,  15.75 ,  0.01 ,  2.18
29 ,  3 ,  25700 ,  0 ,  255 ,  14.98 ,  0.01 ,  2.08
29 ,  3 ,  25743 ,  0 ,  255 ,  14.43 ,  0.01 ,  1.98
29 ,  3 ,  25787 ,  255 ,  0 ,  13.88 ,  0.01 ,  1.89
29 ,  3 ,  25831 ,  255 ,  0 ,  18.51 ,  0.01 ,  1.89
29 ,  3 ,  25875 ,  255 ,  0 ,  35.69 ,  0.05 ,  4.27
29 ,  3 ,  25919 ,  0 ,  255 ,  50.77 ,  0.14 ,  8.04
29 ,  3 ,  25963 ,  0 ,  255 ,  48.68 ,  0.16 ,  8.83
29 ,  3 ,  26009 ,  0 ,  255 ,  44.17 ,  0.13 ,  8.24
29 ,  3 ,  26052 ,  0 ,  255 ,  39.54 ,  0.10 ,  7.24
29 ,  3 ,  26096 ,  0 ,  255 ,  35.58 ,  0.07 ,  6.35
29 ,  3 ,  26140 ,  0 ,  255 ,  32.27 ,  0.06 ,  5.56
29 ,  3 ,  26184 ,  0 ,  255 ,  29.30 ,  0.04 ,  4.96
29 ,  3 ,  26228 ,  0 ,  255 ,  26.88 ,  0.04 ,  4.37
29 ,  3 ,  26271 ,  0 ,  255 ,  24.67 ,  0.03 ,  3.97
29 ,  3 ,  26315 ,  0 ,  255 ,  22.91 ,  0.02 ,  3.57
29 ,  3 ,  26359 ,  255 ,  0 ,  21.26 ,  0.02 ,  3.27
29 ,  3 ,  26405 ,  255 ,  0 ,  25.33 ,  0.03 ,  3.27
29 ,  3 ,  26449 ,  255 ,  0 ,  40.53 ,  0.08 ,  5.66
29 ,  3 ,  26493 ,  0 ,  255 ,  53.64 ,  0.17 ,  9.33
29 ,  3 ,  26537 ,  0 ,  255 ,  51.87 ,  0.18 ,  9.92
29 ,  3 ,  26580 ,  0 ,  255 ,  46.81 ,  0.15 ,  9.33
29 ,  3 ,  26625 ,  0 ,  255 ,  41.85 ,  0.11 ,  8.04
29 ,  3 ,  26669 ,  0 ,  255 ,  37.45 ,  0.08 ,  7.04
29 ,  3 ,  26713 ,  0 ,  255 ,  33.70 ,  0.06 ,  6.15
29 ,  3 ,  26757 ,  0 ,  255 ,  30.51 ,  0.04 ,  5.36
29 ,  3 ,  26800 ,  0 ,  255 ,  27.76 ,  0.04 ,  4.76
29 ,  3 ,  26846 ,  0 ,  255 ,  25.33 ,  0.03 ,  4.17
29 ,  3 ,  26890 ,  0 ,  255 ,  23.35 ,  0.03 ,  3.77
29 ,  3 ,  26934 ,  0 ,  255 ,  21.70 ,  0.03 ,  3.47
29 ,  3 ,  26978 ,  0 ,  255 ,  20.16 ,  0.02 ,  3.18
29 ,  3 ,  27022 ,  0 ,  255 ,  18.84 ,  0.02 ,  2.88
29 ,  3 ,  27065 ,  0 ,  255 ,  17.62 ,  0.02 ,  2.68
29 ,  3 ,  27109 ,  0 ,  255 ,  16.63 ,  0.02 ,  2.48
29 ,  3 ,  27153 ,  0 ,  255 ,  15.86 ,  0.02 ,  2.28
29 ,  3 ,  27197 ,  0 ,  255 ,  15.09 ,  0.01 ,  2.18
29 ,  3 ,  27243 ,  0 ,  255 ,  14.32 ,  0.01 ,  2.08
29 ,  3 ,  27287 ,  0 ,  255 ,  13.88 ,  0.02 ,  1.89
29 ,  3 ,  27330 ,  255 ,  0 ,  13.33 ,  0.02 ,  1.89
29 ,  3 ,  27374 ,  255 ,  0 ,  18.07 ,  0.02 ,  1.89
29 ,  3 ,  27418 ,  255 ,  0 ,  35.58 ,  0.06 ,  4.27
29 ,  3 ,  27462 ,  0 ,  255 ,  50.55 ,  0.14 ,  8.14
29 ,  3 ,  27506 ,  0 ,  255 ,  48.79 ,  0.16 ,  8.83
29 ,  3 ,  27550 ,  0 ,  255 ,  44.39 ,  0.14 ,  8.33
29 ,  3 ,  27593 ,  0 ,  255 ,  39.76 ,  0.10 ,  7.34
29 ,  3 ,  27639 ,  0 ,  255 ,  35.58 ,  0.08 ,  6.45
29 ,  3 ,  27683 ,  0 ,  255 ,  32.16 ,  0.05 ,  5.66
29 ,  3 ,  27727 ,  0 ,  255 ,  29.19 ,  0.04 ,  4.96
29 ,  3 ,  27771 ,  0 ,  255 ,  26.77 ,  0.03 ,  4.46
29 ,  3 ,  27815 ,  0 ,  255 ,  24.67 ,  0.03 ,  3.97
29 ,  3 ,  27859 ,  0 ,  255 ,  22.80 ,  0.03 ,  3.57
29 ,  3 ,  27902 ,  255 ,  0 ,  21.15 ,  0.03 ,  3.27
29 ,  3 ,  27947 ,  255 ,  0 ,  24.34 ,  0.03 ,  3.27
29 ,  3 ,  27991 ,  255 ,  0 ,  39.76 ,  0.07 ,  5.46
29 ,  3 ,  28035 ,  0 ,  255 ,  53.09 ,  0.16 ,  9.13
29 ,  3 ,  28081 ,  0 ,  255 ,  51.10 ,  0.18 ,  9.82
29 ,  3 ,  28125 ,  0 ,  255 ,  46.04 ,  0.14 ,  9.13
29 ,  3 ,  28169 ,  0 ,  255 ,  41.19 ,  0.11 ,  8.04
29 ,  3 ,  28212 ,  0 ,  255 ,  36.90 ,  0.08 ,  6.95
29 ,  3 ,  28256 ,  0 ,  255 ,  33.37 ,  0.06 ,  6.05
29 ,  3 ,  28300 ,  0 ,  255 ,  30.29 ,  0.05 ,  5.36
29 ,  3 ,  28344 ,  0 ,  255 ,  27.54 ,  0.03 ,  4.76
29 ,  3 ,  28388 ,  0 ,  255 ,  25.22 ,  0.03 ,  4.17
29 ,  3 ,  28431 ,  0 ,  255 ,  23.24 ,  0.03 ,  3.77
29 ,  3 ,  28477 ,  0 ,  255 ,  21.48 ,  0.03 ,  3.47
29 ,  3 ,  28521 ,  0 ,  255 ,  20.05 ,  0.02 ,  3.18
29 ,  3 ,  28565 ,  0 ,  255 ,  18.73 ,  0.02 ,  2.88
29 ,  3 ,  28609 ,  0 ,  255 ,  17.62 ,  0.01 ,  2.68
29 ,  3 ,  28653 ,  0 ,  255 ,  16.63 ,  0.01 ,  2.48
29 ,  3 ,  28696 ,  0 ,  255 ,  15.86 ,  0.01 ,  2.28
29 ,  3 ,  28740 ,  0 ,  255 ,  15.09 ,  0.02 ,  2.18
29 ,  3 ,  28784 ,  0 ,  255 ,  14.43 ,  0.01 ,  1.98
29 ,  3 ,  28828 ,  255 ,  0 ,  13.88 ,  0.01 ,  1.98
29 ,  3 ,  28874 ,  255 ,  0 ,  19.06 ,  0.01 ,  1.98
29 ,  3 ,  28918 ,  255 ,  0 ,  36.57 ,  0.06 ,  4.56
29 ,  3 ,  28962 ,  0 ,  255 ,  51.32 ,  0.14 ,  8.43
29 ,  3 ,  29005 ,  0 ,  255 ,  49.23 ,  0.16 ,  9.13
29 ,  3 ,  29049 ,  0 ,  255 ,  44.94 ,  0.14 ,  8.63
29 ,  3 ,  29093 ,  0 ,  255 ,  40.20 ,  0.10 ,  7.54
29 ,  3 ,  29137 ,  0 ,  255 ,  36.13 ,  0.07 ,  6.65
29 ,  3 ,  29181 ,  0 ,  255 ,  32.60 ,  0.05 ,  5.75
29 ,  3 ,  29225 ,  0 ,  255 ,  29.63 ,  0.04 ,  5.16
29 ,  3 ,  29272 ,  0 ,  255 ,  27.10 ,  0.04 ,  4.56
29 ,  3 ,  29315 ,  0 ,  255 ,  24.78 ,  0.03 ,  4.07
29 ,  3 ,  29359 ,  0 ,  255 ,  22.91 ,  0.03 ,  3.67
29 ,  3 ,  29403 ,  0 ,  255 ,  21.26 ,  0.02 ,  3.37
29 ,  3 ,  29447 ,  255 ,  0 ,  19.83 ,  0.02 ,  3.08
29 ,  3 ,  29491 ,  255 ,  0 ,  23.35 ,  0.02 ,  3.08
29 ,  3 ,  29535 ,  255 ,  0 ,  38.88 ,  0.06 ,  5.36
29 ,  3 ,  29578 ,  0 ,  255 ,  52.54 ,  0.15 ,  9.03
29 ,  3 ,  29622 ,  0 ,  255 ,  51.65 ,  0.17 ,  9.72
29 ,  3 ,  29666 ,  0 ,  255 ,  46.04 ,  0.14 ,  9.13
29 ,  3 ,  29713 ,  0 ,  255 ,  40.86 ,  0.10 ,  7.84
29 ,  3 ,  29757 ,  0 ,  255 ,  36.68 ,  0.07 ,  6.85
29 ,  3 ,  29800 ,  0 ,  255 ,  33.15 ,  0.05 ,  6.05
29 ,  3 ,  29844 ,  0 ,  255 ,  30.07 ,  0.05 ,  5.26
29 ,  3 ,  29888 ,  0 ,  255 ,  27.43 ,  0.03 ,  4.76
29 ,  3 ,  29932 ,  0 ,  255 ,  25.11 ,  0.03 ,  4.17
29 ,  3 ,  29976 ,  0 ,  255 ,  23.24 ,  0.02 ,  3.77
29 ,  3 ,  30019 ,  0 ,  255 ,  21.48 ,  0.02 ,  3.47
29 ,  3 ,  30063 ,  0 ,  255 ,  20.05 ,  0.02 ,  3.18
29 ,  3 ,  30109 ,  0 ,  255 ,  18.73 ,  0.02 ,  2.88
29 ,  3 ,  30153 ,  0 ,  255 ,  17.62 ,  0.02 ,  2.68
29 ,  3 ,  30197 ,  0 ,  255 ,  16.63 ,  0.01 ,  2.48
29 ,  3 ,  30241 ,  0 ,  255 ,  15.75 ,  0.01 ,  2.38
29 ,  3 ,  30284 ,  0 ,  255 ,  15.09 ,  0.01 ,  2.18
29 ,  3 ,  30328 ,  0 ,  255 ,  14.43 ,  0.01 ,  2.08
29 ,  3 ,  30372 ,  0 ,  255 ,  13.77 ,  0.01 ,  1.98
29 ,  3 ,  30416 ,  255 ,  0 ,  13.33 ,  0.01 ,  1.89
29 ,  3 ,  30460 ,  255 ,  0 ,  18.07 ,  0.01 ,  1.89
29 ,  3 ,  30507 ,  255 ,  0 ,  35.47 ,  0.05 ,  4.37
29 ,  3 ,  30551 ,  0 ,  255 ,  51.21 ,  0.14 ,  8.33
29 ,  3 ,  30594 ,  0 ,  255 ,  49.01 ,  0.16 ,  9.13
