MS, MPT, t (s), PWMi, PWMe, Pressure (Psi), LW (V), Displacement (mm)
25 ,  4 ,  848697 ,  0 ,  205 ,  13.22 ,  0.05 ,  1.98
25 ,  4 ,  848738 ,  255 ,  0 ,  13.11 ,  0.05 ,  1.98
25 ,  4 ,  848780 ,  255 ,  0 ,  16.19 ,  0.05 ,  2.08
25 ,  4 ,  848821 ,  255 ,  0 ,  32.60 ,  0.08 ,  4.27
25 ,  4 ,  848862 ,  255 ,  0 ,  47.69 ,  0.15 ,  7.84
25 ,  4 ,  848903 ,  255 ,  0 ,  57.93 ,  0.24 ,  11.51
25 ,  4 ,  848945 ,  255 ,  0 ,  64.65 ,  0.34 ,  14.29
25 ,  4 ,  848986 ,  255 ,  0 ,  69.49 ,  0.40 ,  16.27
25 ,  4 ,  849029 ,  255 ,  0 ,  73.13 ,  0.45 ,  17.66
25 ,  4 ,  849071 ,  255 ,  0 ,  75.88 ,  0.47 ,  18.65
25 ,  4 ,  849112 ,  255 ,  0 ,  77.97 ,  0.49 ,  19.45
25 ,  4 ,  849153 ,  255 ,  0 ,  79.96 ,  0.50 ,  20.04
25 ,  4 ,  849193 ,  255 ,  0 ,  81.61 ,  0.50 ,  20.54
25 ,  4 ,  849234 ,  255 ,  0 ,  83.04 ,  0.51 ,  21.03
25 ,  4 ,  849275 ,  255 ,  0 ,  84.47 ,  0.51 ,  21.43
25 ,  4 ,  849316 ,  255 ,  0 ,  85.68 ,  0.52 ,  21.73
25 ,  4 ,  849357 ,  255 ,  0 ,  86.89 ,  0.52 ,  22.13
25 ,  4 ,  849401 ,  255 ,  0 ,  88.00 ,  0.52 ,  22.32
25 ,  4 ,  849442 ,  255 ,  0 ,  89.10 ,  0.52 ,  22.72
25 ,  4 ,  849483 ,  255 ,  0 ,  89.98 ,  0.52 ,  22.92
25 ,  4 ,  849524 ,  255 ,  0 ,  90.97 ,  0.52 ,  23.12
25 ,  4 ,  849565 ,  255 ,  0 ,  91.85 ,  0.52 ,  23.32
25 ,  4 ,  849606 ,  255 ,  0 ,  92.62 ,  0.53 ,  23.51
25 ,  4 ,  849647 ,  255 ,  0 ,  93.39 ,  0.53 ,  23.71
25 ,  4 ,  849688 ,  255 ,  0 ,  94.05 ,  0.52 ,  23.91
25 ,  4 ,  849729 ,  255 ,  0 ,  94.71 ,  0.53 ,  24.01
25 ,  4 ,  849773 ,  255 ,  0 ,  95.26 ,  0.53 ,  24.11
25 ,  4 ,  849814 ,  255 ,  0 ,  95.82 ,  0.53 ,  24.21
25 ,  4 ,  849855 ,  255 ,  0 ,  96.15 ,  0.52 ,  24.31
25 ,  4 ,  849896 ,  255 ,  0 ,  96.48 ,  0.52 ,  24.41
25 ,  4 ,  849937 ,  255 ,  0 ,  96.70 ,  0.52 ,  24.51
25 ,  4 ,  849978 ,  255 ,  0 ,  96.81 ,  0.53 ,  24.51
25 ,  4 ,  850019 ,  255 ,  0 ,  96.92 ,  0.52 ,  24.61
25 ,  4 ,  850061 ,  255 ,  0 ,  97.03 ,  0.53 ,  24.61
25 ,  4 ,  850102 ,  255 ,  0 ,  96.92 ,  0.53 ,  24.71
25 ,  4 ,  850145 ,  255 ,  0 ,  97.03 ,  0.53 ,  24.71
25 ,  4 ,  850186 ,  255 ,  0 ,  97.03 ,  0.53 ,  24.71
25 ,  4 ,  850227 ,  255 ,  0 ,  97.03 ,  0.53 ,  24.80
25 ,  4 ,  850268 ,  255 ,  0 ,  97.03 ,  0.53 ,  24.80
25 ,  4 ,  850309 ,  255 ,  0 ,  97.03 ,  0.53 ,  24.80
25 ,  4 ,  850351 ,  255 ,  0 ,  97.03 ,  0.52 ,  24.80
25 ,  4 ,  850392 ,  255 ,  0 ,  97.03 ,  0.52 ,  24.80
25 ,  4 ,  850433 ,  255 ,  0 ,  97.03 ,  0.53 ,  24.80
25 ,  4 ,  850473 ,  255 ,  0 ,  97.03 ,  0.52 ,  24.80
25 ,  4 ,  850516 ,  255 ,  0 ,  97.03 ,  0.53 ,  24.90
25 ,  4 ,  850557 ,  255 ,  0 ,  97.03 ,  0.53 ,  24.90
25 ,  4 ,  850598 ,  255 ,  0 ,  97.03 ,  0.53 ,  24.90
25 ,  4 ,  850640 ,  255 ,  0 ,  97.03 ,  0.53 ,  24.90
25 ,  4 ,  850681 ,  255 ,  0 ,  97.03 ,  0.53 ,  24.80
25 ,  4 ,  850722 ,  255 ,  0 ,  96.92 ,  0.53 ,  24.90
25 ,  4 ,  850763 ,  255 ,  0 ,  97.03 ,  0.53 ,  24.90
25 ,  4 ,  850804 ,  255 ,  0 ,  97.03 ,  0.53 ,  25.00
25 ,  4 ,  850845 ,  255 ,  0 ,  96.92 ,  0.53 ,  24.90
25 ,  4 ,  850889 ,  255 ,  0 ,  96.92 ,  0.53 ,  24.90
25 ,  4 ,  850930 ,  255 ,  0 ,  96.92 ,  0.52 ,  25.00
25 ,  4 ,  850971 ,  255 ,  0 ,  96.92 ,  0.52 ,  25.00
25 ,  4 ,  851012 ,  255 ,  0 ,  97.03 ,  0.53 ,  25.00
25 ,  4 ,  851053 ,  255 ,  0 ,  96.92 ,  0.53 ,  25.00
25 ,  4 ,  851094 ,  255 ,  0 ,  96.92 ,  0.53 ,  25.00
25 ,  4 ,  851135 ,  255 ,  0 ,  96.92 ,  0.53 ,  25.00
25 ,  4 ,  851176 ,  255 ,  0 ,  96.92 ,  0.53 ,  25.00
25 ,  4 ,  851217 ,  255 ,  0 ,  96.92 ,  0.53 ,  25.00
25 ,  4 ,  851261 ,  255 ,  0 ,  96.92 ,  0.53 ,  25.10
25 ,  4 ,  851302 ,  255 ,  0 ,  96.92 ,  0.53 ,  25.00
25 ,  4 ,  851343 ,  255 ,  0 ,  96.92 ,  0.52 ,  25.00
25 ,  4 ,  851384 ,  255 ,  0 ,  96.92 ,  0.53 ,  25.10
25 ,  4 ,  851425 ,  255 ,  0 ,  96.92 ,  0.52 ,  25.10
25 ,  4 ,  851466 ,  255 ,  0 ,  96.92 ,  0.52 ,  25.10
25 ,  4 ,  851508 ,  255 ,  0 ,  96.92 ,  0.53 ,  25.10
25 ,  4 ,  851549 ,  255 ,  0 ,  96.92 ,  0.53 ,  25.10
25 ,  4 ,  851590 ,  255 ,  0 ,  96.92 ,  0.53 ,  25.10
25 ,  4 ,  851633 ,  255 ,  0 ,  96.92 ,  0.53 ,  25.10
25 ,  4 ,  851674 ,  0 ,  205 ,  96.92 ,  0.52 ,  25.10
25 ,  4 ,  851715 ,  0 ,  205 ,  93.06 ,  0.52 ,  25.00
25 ,  4 ,  851757 ,  0 ,  205 ,  86.67 ,  0.53 ,  24.21
25 ,  4 ,  851798 ,  0 ,  205 ,  81.06 ,  0.52 ,  23.32
25 ,  4 ,  851838 ,  0 ,  205 ,  76.32 ,  0.52 ,  22.42
25 ,  4 ,  851879 ,  0 ,  205 ,  72.47 ,  0.52 ,  21.63
25 ,  4 ,  851920 ,  0 ,  205 ,  69.27 ,  0.51 ,  20.84
25 ,  4 ,  851962 ,  0 ,  205 ,  66.52 ,  0.50 ,  20.14
25 ,  4 ,  852005 ,  0 ,  205 ,  64.10 ,  0.49 ,  19.45
25 ,  4 ,  852046 ,  0 ,  205 ,  62.23 ,  0.48 ,  18.85
25 ,  4 ,  852087 ,  0 ,  205 ,  60.57 ,  0.46 ,  18.26
25 ,  4 ,  852128 ,  0 ,  205 ,  59.03 ,  0.45 ,  17.76
25 ,  4 ,  852170 ,  0 ,  205 ,  57.71 ,  0.43 ,  17.26
25 ,  4 ,  852211 ,  0 ,  205 ,  56.61 ,  0.42 ,  16.87
25 ,  4 ,  852252 ,  0 ,  205 ,  55.62 ,  0.40 ,  16.47
25 ,  4 ,  852293 ,  0 ,  205 ,  54.63 ,  0.38 ,  16.17
25 ,  4 ,  852334 ,  0 ,  205 ,  53.86 ,  0.37 ,  15.78
25 ,  4 ,  852377 ,  0 ,  205 ,  53.09 ,  0.35 ,  15.48
25 ,  4 ,  852418 ,  0 ,  205 ,  52.42 ,  0.34 ,  15.28
25 ,  4 ,  852460 ,  0 ,  205 ,  51.87 ,  0.33 ,  14.98
