MS, MPT, t (s), PWMi, PWMe, Pressure (Psi), LW (V), Displacement (mm)
6 ,  2 ,  100795 ,  0 ,  255 ,  9.26 ,  0.04 ,  1.69
6 ,  2 ,  100817 ,  215 ,  0 ,  8.92 ,  0.04 ,  1.69
6 ,  2 ,  100840 ,  215 ,  0 ,  9.03 ,  0.03 ,  1.69
6 ,  2 ,  100862 ,  215 ,  0 ,  10.80 ,  0.04 ,  1.69
6 ,  2 ,  100885 ,  215 ,  0 ,  15.31 ,  0.04 ,  1.79
6 ,  2 ,  100908 ,  215 ,  0 ,  20.49 ,  0.05 ,  2.38
6 ,  2 ,  100930 ,  215 ,  0 ,  25.44 ,  0.06 ,  3.08
6 ,  2 ,  100952 ,  215 ,  0 ,  29.85 ,  0.06 ,  3.87
6 ,  2 ,  100977 ,  215 ,  0 ,  33.59 ,  0.08 ,  4.66
6 ,  2 ,  100999 ,  215 ,  0 ,  37.12 ,  0.10 ,  5.46
6 ,  2 ,  101021 ,  215 ,  0 ,  39.65 ,  0.11 ,  6.15
6 ,  2 ,  101044 ,  215 ,  0 ,  41.74 ,  0.12 ,  6.65
6 ,  2 ,  101066 ,  215 ,  0 ,  43.50 ,  0.13 ,  7.14
6 ,  2 ,  101089 ,  215 ,  0 ,  45.05 ,  0.14 ,  7.64
6 ,  2 ,  101111 ,  215 ,  0 ,  46.37 ,  0.15 ,  8.14
6 ,  2 ,  101133 ,  215 ,  0 ,  47.47 ,  0.16 ,  8.43
6 ,  2 ,  101155 ,  215 ,  0 ,  48.57 ,  0.17 ,  8.83
6 ,  2 ,  101178 ,  215 ,  0 ,  49.56 ,  0.17 ,  9.13
6 ,  2 ,  101202 ,  215 ,  0 ,  50.44 ,  0.18 ,  9.43
6 ,  2 ,  101224 ,  215 ,  0 ,  51.32 ,  0.19 ,  9.72
6 ,  2 ,  101246 ,  215 ,  0 ,  52.09 ,  0.20 ,  10.02
6 ,  2 ,  101269 ,  215 ,  0 ,  52.87 ,  0.21 ,  10.32
6 ,  2 ,  101292 ,  215 ,  0 ,  53.53 ,  0.21 ,  10.52
6 ,  2 ,  101313 ,  215 ,  0 ,  54.19 ,  0.22 ,  10.72
6 ,  2 ,  101336 ,  215 ,  0 ,  54.74 ,  0.22 ,  11.01
6 ,  2 ,  101358 ,  215 ,  0 ,  55.29 ,  0.22 ,  11.11
6 ,  2 ,  101381 ,  215 ,  0 ,  55.95 ,  0.23 ,  11.31
6 ,  2 ,  101405 ,  215 ,  0 ,  56.50 ,  0.24 ,  11.51
6 ,  2 ,  101427 ,  215 ,  0 ,  56.94 ,  0.24 ,  11.71
6 ,  2 ,  101449 ,  215 ,  0 ,  57.38 ,  0.24 ,  11.91
6 ,  2 ,  101472 ,  215 ,  0 ,  57.82 ,  0.25 ,  12.01
6 ,  2 ,  101494 ,  215 ,  0 ,  58.26 ,  0.25 ,  12.20
6 ,  2 ,  101516 ,  215 ,  0 ,  58.70 ,  0.25 ,  12.30
6 ,  2 ,  101538 ,  215 ,  0 ,  59.03 ,  0.27 ,  12.50
6 ,  2 ,  101561 ,  215 ,  0 ,  59.47 ,  0.27 ,  12.60
6 ,  2 ,  101582 ,  215 ,  0 ,  59.80 ,  0.27 ,  12.70
6 ,  2 ,  101607 ,  215 ,  0 ,  60.24 ,  0.28 ,  12.90
6 ,  2 ,  101629 ,  215 ,  0 ,  60.57 ,  0.29 ,  13.00
6 ,  2 ,  101652 ,  215 ,  0 ,  60.79 ,  0.29 ,  13.10
6 ,  2 ,  101675 ,  215 ,  0 ,  61.13 ,  0.29 ,  13.20
6 ,  2 ,  101696 ,  215 ,  0 ,  61.35 ,  0.28 ,  13.30
6 ,  2 ,  101719 ,  215 ,  0 ,  61.68 ,  0.29 ,  13.39
6 ,  2 ,  101741 ,  215 ,  0 ,  61.90 ,  0.30 ,  13.49
6 ,  2 ,  101764 ,  215 ,  0 ,  62.12 ,  0.30 ,  13.49
6 ,  2 ,  101785 ,  215 ,  0 ,  62.23 ,  0.30 ,  13.59
6 ,  2 ,  101810 ,  215 ,  0 ,  62.56 ,  0.30 ,  13.69
6 ,  2 ,  101832 ,  215 ,  0 ,  62.78 ,  0.31 ,  13.79
6 ,  2 ,  101855 ,  215 ,  0 ,  62.89 ,  0.30 ,  13.89
6 ,  2 ,  101877 ,  215 ,  0 ,  63.11 ,  0.31 ,  13.89
6 ,  2 ,  101899 ,  215 ,  0 ,  63.22 ,  0.31 ,  13.99
6 ,  2 ,  101921 ,  215 ,  0 ,  63.44 ,  0.31 ,  13.99
