MS, MPT, t (s), PWMi, PWMe, Pressure (Psi), LW (V), Displacement (mm)
19 ,  5 ,  365778 ,  0 ,  235 ,  13.55 ,  0.10 ,  1.98
19 ,  5 ,  365814 ,  255 ,  0 ,  13.55 ,  0.10 ,  1.98
19 ,  5 ,  365850 ,  255 ,  0 ,  14.87 ,  0.10 ,  1.98
19 ,  5 ,  365886 ,  255 ,  0 ,  27.76 ,  0.12 ,  3.47
19 ,  5 ,  365922 ,  255 ,  0 ,  41.52 ,  0.18 ,  6.45
19 ,  5 ,  365958 ,  255 ,  0 ,  51.76 ,  0.26 ,  9.82
19 ,  5 ,  365993 ,  255 ,  0 ,  59.03 ,  0.35 ,  12.70
19 ,  5 ,  366029 ,  255 ,  0 ,  64.32 ,  0.42 ,  14.98
19 ,  5 ,  366067 ,  255 ,  0 ,  68.50 ,  0.46 ,  16.67
19 ,  5 ,  366103 ,  255 ,  0 ,  71.59 ,  0.49 ,  17.86
19 ,  5 ,  366139 ,  255 ,  0 ,  74.01 ,  0.50 ,  18.65
19 ,  5 ,  366175 ,  255 ,  0 ,  76.10 ,  0.51 ,  19.45
19 ,  5 ,  366211 ,  255 ,  0 ,  77.86 ,  0.52 ,  20.04
19 ,  5 ,  366246 ,  255 ,  0 ,  79.41 ,  0.52 ,  20.54
19 ,  5 ,  366282 ,  255 ,  0 ,  80.84 ,  0.52 ,  20.94
19 ,  5 ,  366318 ,  255 ,  0 ,  82.16 ,  0.52 ,  21.23
19 ,  5 ,  366353 ,  255 ,  0 ,  83.26 ,  0.52 ,  21.63
19 ,  5 ,  366392 ,  255 ,  0 ,  84.47 ,  0.52 ,  22.03
19 ,  5 ,  366428 ,  255 ,  0 ,  85.46 ,  0.52 ,  22.32
19 ,  5 ,  366462 ,  255 ,  0 ,  86.45 ,  0.52 ,  22.52
19 ,  5 ,  366498 ,  255 ,  0 ,  87.45 ,  0.53 ,  22.82
19 ,  5 ,  366534 ,  255 ,  0 ,  88.33 ,  0.53 ,  23.02
19 ,  5 ,  366570 ,  255 ,  0 ,  89.10 ,  0.52 ,  23.22
19 ,  5 ,  366606 ,  255 ,  0 ,  89.87 ,  0.52 ,  23.32
19 ,  5 ,  366642 ,  255 ,  0 ,  90.64 ,  0.53 ,  23.61
19 ,  5 ,  366678 ,  255 ,  0 ,  91.30 ,  0.52 ,  23.71
19 ,  5 ,  366715 ,  255 ,  0 ,  91.96 ,  0.52 ,  23.91
19 ,  5 ,  366751 ,  255 ,  0 ,  92.62 ,  0.53 ,  24.01
19 ,  5 ,  366787 ,  255 ,  0 ,  93.17 ,  0.52 ,  24.21
19 ,  5 ,  366827 ,  255 ,  0 ,  93.83 ,  0.53 ,  24.31
19 ,  5 ,  366862 ,  255 ,  0 ,  94.27 ,  0.53 ,  24.41
19 ,  5 ,  366898 ,  255 ,  0 ,  94.71 ,  0.53 ,  24.51
19 ,  5 ,  366934 ,  255 ,  0 ,  95.15 ,  0.53 ,  24.61
19 ,  5 ,  366969 ,  255 ,  0 ,  95.48 ,  0.53 ,  24.71
19 ,  5 ,  367005 ,  255 ,  0 ,  95.82 ,  0.53 ,  24.71
19 ,  5 ,  367043 ,  255 ,  0 ,  96.15 ,  0.53 ,  24.80
19 ,  5 ,  367079 ,  255 ,  0 ,  96.26 ,  0.52 ,  24.90
19 ,  5 ,  367115 ,  255 ,  0 ,  96.48 ,  0.53 ,  24.90
19 ,  5 ,  367151 ,  255 ,  0 ,  96.59 ,  0.53 ,  24.90
19 ,  5 ,  367186 ,  255 ,  0 ,  96.70 ,  0.53 ,  24.90
19 ,  5 ,  367222 ,  255 ,  0 ,  96.70 ,  0.53 ,  25.00
19 ,  5 ,  367258 ,  255 ,  0 ,  96.81 ,  0.53 ,  25.00
19 ,  5 ,  367293 ,  255 ,  0 ,  96.92 ,  0.53 ,  25.10
19 ,  5 ,  367329 ,  255 ,  0 ,  96.92 ,  0.53 ,  25.10
19 ,  5 ,  367367 ,  255 ,  0 ,  96.92 ,  0.52 ,  25.10
19 ,  5 ,  367403 ,  255 ,  0 ,  96.92 ,  0.53 ,  25.10
19 ,  5 ,  367438 ,  255 ,  0 ,  96.92 ,  0.53 ,  25.10
19 ,  5 ,  367474 ,  255 ,  0 ,  96.92 ,  0.53 ,  25.10
19 ,  5 ,  367510 ,  255 ,  0 ,  96.92 ,  0.53 ,  25.20
19 ,  5 ,  367546 ,  255 ,  0 ,  96.92 ,  0.52 ,  25.20
19 ,  5 ,  367582 ,  255 ,  0 ,  96.92 ,  0.53 ,  25.20
19 ,  5 ,  367618 ,  255 ,  0 ,  96.92 ,  0.52 ,  25.20
19 ,  5 ,  367653 ,  255 ,  0 ,  96.92 ,  0.53 ,  25.20
19 ,  5 ,  367691 ,  255 ,  0 ,  96.92 ,  0.53 ,  25.20
19 ,  5 ,  367727 ,  255 ,  0 ,  96.92 ,  0.53 ,  25.20
19 ,  5 ,  367763 ,  255 ,  0 ,  96.92 ,  0.53 ,  25.20
19 ,  5 ,  367798 ,  255 ,  0 ,  96.92 ,  0.53 ,  25.20
19 ,  5 ,  367834 ,  255 ,  0 ,  96.92 ,  0.53 ,  25.30
19 ,  5 ,  367869 ,  255 ,  0 ,  96.92 ,  0.53 ,  25.30
19 ,  5 ,  367905 ,  255 ,  0 ,  96.81 ,  0.53 ,  25.30
19 ,  5 ,  367941 ,  255 ,  0 ,  96.92 ,  0.53 ,  25.20
19 ,  5 ,  367977 ,  255 ,  0 ,  96.92 ,  0.53 ,  25.30
19 ,  5 ,  368015 ,  255 ,  0 ,  96.92 ,  0.53 ,  25.30
19 ,  5 ,  368051 ,  255 ,  0 ,  96.81 ,  0.53 ,  25.30
19 ,  5 ,  368087 ,  255 ,  0 ,  96.92 ,  0.52 ,  25.30
19 ,  5 ,  368122 ,  255 ,  0 ,  96.92 ,  0.53 ,  25.30
19 ,  5 ,  368158 ,  255 ,  0 ,  96.92 ,  0.53 ,  25.30
19 ,  5 ,  368193 ,  255 ,  0 ,  96.81 ,  0.53 ,  25.30
19 ,  5 ,  368229 ,  255 ,  0 ,  96.81 ,  0.53 ,  25.30
19 ,  5 ,  368265 ,  255 ,  0 ,  96.92 ,  0.53 ,  25.30
19 ,  5 ,  368301 ,  255 ,  0 ,  96.81 ,  0.53 ,  25.30
19 ,  5 ,  368338 ,  255 ,  0 ,  96.81 ,  0.53 ,  25.40
19 ,  5 ,  368374 ,  255 ,  0 ,  96.81 ,  0.53 ,  25.40
