MS, MPT, t (s), PWMi, PWMe, Pressure (Psi), LW (V), Displacement (mm)
24 ,  4 ,  735771 ,  0 ,  210 ,  13.55 ,  0.05 ,  1.98
24 ,  4 ,  735810 ,  255 ,  0 ,  13.44 ,  0.06 ,  1.98
24 ,  4 ,  735849 ,  255 ,  0 ,  15.86 ,  0.06 ,  1.98
24 ,  4 ,  735888 ,  255 ,  0 ,  30.84 ,  0.08 ,  3.87
24 ,  4 ,  735927 ,  255 ,  0 ,  45.71 ,  0.14 ,  7.24
24 ,  4 ,  735966 ,  255 ,  0 ,  56.06 ,  0.23 ,  10.72
24 ,  4 ,  736005 ,  255 ,  0 ,  63.11 ,  0.32 ,  13.69
24 ,  4 ,  736044 ,  255 ,  0 ,  68.06 ,  0.39 ,  15.68
24 ,  4 ,  736086 ,  255 ,  0 ,  72.03 ,  0.44 ,  17.26
24 ,  4 ,  736124 ,  255 ,  0 ,  74.78 ,  0.47 ,  18.26
24 ,  4 ,  736162 ,  255 ,  0 ,  76.98 ,  0.49 ,  19.05
24 ,  4 ,  736201 ,  255 ,  0 ,  78.97 ,  0.50 ,  19.74
24 ,  4 ,  736240 ,  255 ,  0 ,  80.62 ,  0.50 ,  20.34
24 ,  4 ,  736279 ,  255 ,  0 ,  82.16 ,  0.51 ,  20.74
24 ,  4 ,  736318 ,  255 ,  0 ,  83.48 ,  0.51 ,  21.13
24 ,  4 ,  736357 ,  255 ,  0 ,  84.80 ,  0.52 ,  21.43
24 ,  4 ,  736396 ,  255 ,  0 ,  86.01 ,  0.52 ,  21.83
24 ,  4 ,  736437 ,  255 ,  0 ,  87.12 ,  0.52 ,  22.13
24 ,  4 ,  736476 ,  255 ,  0 ,  88.11 ,  0.52 ,  22.42
24 ,  4 ,  736515 ,  255 ,  0 ,  89.10 ,  0.52 ,  22.72
24 ,  4 ,  736553 ,  255 ,  0 ,  89.98 ,  0.52 ,  22.92
24 ,  4 ,  736591 ,  255 ,  0 ,  90.86 ,  0.53 ,  23.12
24 ,  4 ,  736630 ,  255 ,  0 ,  91.74 ,  0.53 ,  23.32
24 ,  4 ,  736669 ,  255 ,  0 ,  92.51 ,  0.52 ,  23.51
24 ,  4 ,  736708 ,  255 ,  0 ,  93.17 ,  0.52 ,  23.71
24 ,  4 ,  736747 ,  255 ,  0 ,  93.94 ,  0.52 ,  23.81
24 ,  4 ,  736788 ,  255 ,  0 ,  94.60 ,  0.53 ,  24.01
24 ,  4 ,  736827 ,  255 ,  0 ,  95.15 ,  0.53 ,  24.11
24 ,  4 ,  736866 ,  255 ,  0 ,  95.59 ,  0.53 ,  24.21
24 ,  4 ,  736905 ,  255 ,  0 ,  96.04 ,  0.53 ,  24.31
24 ,  4 ,  736944 ,  255 ,  0 ,  96.26 ,  0.53 ,  24.41
24 ,  4 ,  736983 ,  255 ,  0 ,  96.59 ,  0.53 ,  24.41
24 ,  4 ,  737020 ,  255 ,  0 ,  96.70 ,  0.53 ,  24.51
24 ,  4 ,  737059 ,  255 ,  0 ,  96.81 ,  0.52 ,  24.51
24 ,  4 ,  737098 ,  255 ,  0 ,  96.92 ,  0.53 ,  24.61
