MS, MPT, t (s), PWMi, PWMe, Pressure (Psi), LW (V), Displacement (mm)
9 ,  4 ,  164941 ,  0 ,  255 ,  8.92 ,  0.08 ,  1.59
9 ,  4 ,  164966 ,  230 ,  0 ,  8.37 ,  0.07 ,  1.49
9 ,  4 ,  164992 ,  230 ,  0 ,  8.48 ,  0.07 ,  1.49
9 ,  4 ,  165017 ,  230 ,  0 ,  12.89 ,  0.07 ,  1.69
9 ,  4 ,  165042 ,  230 ,  0 ,  19.94 ,  0.08 ,  2.48
9 ,  4 ,  165067 ,  230 ,  0 ,  27.32 ,  0.10 ,  3.67
9 ,  4 ,  165092 ,  230 ,  0 ,  33.70 ,  0.12 ,  4.96
9 ,  4 ,  165117 ,  230 ,  0 ,  39.10 ,  0.14 ,  6.35
9 ,  4 ,  165145 ,  230 ,  0 ,  43.39 ,  0.17 ,  7.54
9 ,  4 ,  165170 ,  230 ,  0 ,  46.92 ,  0.20 ,  8.73
9 ,  4 ,  165195 ,  230 ,  0 ,  49.56 ,  0.22 ,  9.72
9 ,  4 ,  165220 ,  230 ,  0 ,  51.76 ,  0.24 ,  10.42
9 ,  4 ,  165245 ,  230 ,  0 ,  53.75 ,  0.26 ,  11.21
9 ,  4 ,  165270 ,  230 ,  0 ,  55.40 ,  0.28 ,  11.91
9 ,  4 ,  165296 ,  230 ,  0 ,  56.94 ,  0.30 ,  12.40
9 ,  4 ,  165320 ,  230 ,  0 ,  58.15 ,  0.31 ,  13.00
9 ,  4 ,  165345 ,  230 ,  0 ,  59.36 ,  0.32 ,  13.39
9 ,  4 ,  165370 ,  230 ,  0 ,  60.57 ,  0.34 ,  13.79
9 ,  4 ,  165398 ,  230 ,  0 ,  61.57 ,  0.35 ,  14.19
9 ,  4 ,  165423 ,  230 ,  0 ,  62.56 ,  0.36 ,  14.59
9 ,  4 ,  165448 ,  230 ,  0 ,  63.44 ,  0.37 ,  14.88
9 ,  4 ,  165473 ,  230 ,  0 ,  64.21 ,  0.38 ,  15.18
9 ,  4 ,  165497 ,  230 ,  0 ,  64.98 ,  0.39 ,  15.48
9 ,  4 ,  165523 ,  230 ,  0 ,  65.75 ,  0.40 ,  15.78
9 ,  4 ,  165548 ,  230 ,  0 ,  66.52 ,  0.41 ,  15.97
9 ,  4 ,  165573 ,  230 ,  0 ,  67.18 ,  0.41 ,  16.17
9 ,  4 ,  165598 ,  230 ,  0 ,  67.73 ,  0.42 ,  16.37
9 ,  4 ,  165625 ,  230 ,  0 ,  68.50 ,  0.43 ,  16.67
9 ,  4 ,  165650 ,  230 ,  0 ,  69.05 ,  0.43 ,  16.87
9 ,  4 ,  165676 ,  230 ,  0 ,  69.60 ,  0.44 ,  17.07
9 ,  4 ,  165700 ,  230 ,  0 ,  70.27 ,  0.44 ,  17.26
9 ,  4 ,  165726 ,  230 ,  0 ,  70.82 ,  0.45 ,  17.36
9 ,  4 ,  165750 ,  230 ,  0 ,  71.26 ,  0.45 ,  17.56
9 ,  4 ,  165776 ,  230 ,  0 ,  71.70 ,  0.45 ,  17.66
9 ,  4 ,  165800 ,  230 ,  0 ,  72.25 ,  0.46 ,  17.86
9 ,  4 ,  165826 ,  230 ,  0 ,  72.69 ,  0.46 ,  17.96
9 ,  4 ,  165853 ,  230 ,  0 ,  73.13 ,  0.47 ,  18.06
