MS,MPT,t (ms),PWMi,PWMe,Pressure (Psi),LW raw(V),Displacement (mm),t_rel(s),LW (V),delta d (m),delta t (s),vel (m/s),strain,strain rate (1/s),dv/dt raw,dv/dt
24,3,714378,0,210,13.55,0.06,1.98,0.0,-0.011381517033690778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,3,714417,255,0,13.44,0.06,1.98,0.039,0.04692452475061182,0.0027792673824559334,0.082,0.03389350466409675,0.012774193548387096,0.007867820613690023,0.0,1.4007338311072184
24,3,714460,255,0,16.85,0.06,2.08,0.082,0.10347865711710114,0.0031102718049764726,0.08199999999999999,0.037930143963127716,0.013419354838709678,0.1644374508261212,0.24390243902439032,1.3544075008047765
24,3,714499,255,0,32.27,0.08,4.07,0.121,0.15798593981660347,0.003542476451495826,0.077,0.046006187681763976,0.026258064516129033,0.45747800586510257,1.1688311688311688,1.3853607205564171
24,3,714537,255,0,46.81,0.15,7.54,0.159,0.21015143259994526,0.003940968120370039,0.07700000000000001,0.05118140416064985,0.04864516129032258,0.5814830330959362,1.948051948051948,1.320704615601938
24,3,714576,255,0,56.72,0.23,11.01,0.198,0.2596801952179527,0.004180579743890956,0.07799999999999999,0.05359717620373022,0.07103225806451613,0.5169561621174524,2.17948717948718,1.232382754121885
24,3,714615,255,0,63.66,0.32,13.79,0.237,0.30627728742145227,0.004180287096142756,0.07800000000000001,0.0535934243095225,0.08896774193548386,0.4028122415219189,2.1794871794871793,1.153430432606635
24,3,714654,255,0,68.5,0.4,15.88,0.276,0.34964776896127026,0.00392066625848499,0.08000000000000002,0.04900832823106237,0.10245161290322581,0.2879032258064517,1.4999999999999996,1.0402426520847579
24,3,714695,255,0,72.25,0.44,17.36,0.317,0.3894966995882329,0.0034415297951862875,0.07999999999999996,0.04301912243982862,0.112,0.19999999999999993,0.8749999999999998,0.9485171261487066
24,3,714734,255,0,75.0,0.47,18.36,0.356,0.42552913905316675,0.002824023266542234,0.07800000000000001,0.0362054264941312,0.1184516129032258,0.14805624483043817,0.6410256410256407,0.8711980451110098
24,3,714773,255,0,77.2,0.49,19.15,0.395,0.4574501471068917,0.0021654092403138245,0.07800000000000001,0.02776165692710031,0.12354838709677418,0.12241521918941287,0.3846153846153849,0.7964575470295452
24,3,714812,255,0,79.19,0.5,19.84,0.434,0.4876528277214713,0.00155494106866211,0.07699999999999996,0.020194039852754687,0.128,0.09132802681189782,0.2597402597402601,0.6804277775183214
24,3,714850,255,0,80.73,0.51,20.24,0.472,0.5098430859758024,0.0010567682296560683,0.07700000000000001,0.01372426272280608,0.1305806451612903,0.07540846250523658,0.12987012987012997,0.4713364438764828
24,3,714889,255,0,82.27,0.51,20.74,0.511,0.5239457338999605,0.0007023674205425223,0.07800000000000007,0.00900471051977592,0.13380645161290322,0.08188585607940443,0.0,0.243040712148261
24,3,714928,255,0,83.7,0.51,21.23,0.55,0.5288002615233668,0.0004918906345421484,0.07799999999999996,0.006306290186437803,0.13696774193548386,0.06534325889164616,0.1282051282051284,0.07242185731888175
24,3,714967,255,0,84.91,0.52,21.53,0.589,0.5295946387708332,0.00040179920406770365,0.07699999999999996,0.005218171481398751,0.13890322580645162,0.05027230833682455,0.12987012987013005,-0.023859762336387924
24,3,715005,255,0,86.01,0.52,21.83,0.627,0.5269630598234649,0.00039540730037387206,0.07900000000000007,0.005005155700935085,0.14083870967741935,0.056349530420579615,0.0,-0.0648015194839042
24,3,715046,255,0,87.23,0.52,22.22,0.668,0.5244753187316048,0.00043327443083255804,0.07999999999999996,0.005415930385406978,0.1433548387096774,0.047580645161290576,0.0,-0.04163942464857769
24,3,715085,255,0,88.33,0.52,22.42,0.707,0.5236319058515787,0.000481316906499476,0.07699999999999996,0.006250868915577613,0.1446451612903226,0.04189359028068718,0.0,-0.01727922290197458
24,3,715123,255,0,89.21,0.52,22.72,0.745,0.5231448185681528,0.0005156125875825453,0.07700000000000007,0.0066962673712018805,0.14658064516129032,0.04189359028068713,0.0,-0.005731437571908157
24,3,715162,255,0,90.09,0.52,22.92,0.784,0.5231905851585418,0.0005238524951385877,0.07799999999999996,0.006716057629981897,0.1478709677419355,0.04135649296939597,0.0,0.007124835500121461
24,3,715201,255,0,90.97,0.52,23.22,0.823,0.5237005557371622,0.0005040812364663836,0.07799999999999996,0.006462579954697229,0.1498064516129032,0.04135649296939597,0.1282051282051284,0.021751703673901265
24,3,715240,255,0,91.85,0.53,23.42,0.862,0.5248872180451061,0.0004617203418926969,0.07800000000000007,0.005919491562726879,0.1510967741935484,0.023986765922250162,0.0,0.0239310651209953
24,3,715279,255,0,92.62,0.52,23.51,0.901,0.5255671788165999,0.0004059440524624556,0.07799999999999996,0.005204410929005844,0.15167741935483872,0.02398676592224984,0.0,0.02166788207977974
24,3,715318,255,0,93.39,0.53,23.71,0.94,0.5265773128473289,0.00034635349264582516,0.07799999999999996,0.0044404293928951965,0.15296774193548388,0.02481389578163758,0.0,0.018147375126781197
24,3,715357,255,0,94.05,0.52,23.81,0.979,0.5269826740764888,0.0002906096206858315,0.08000000000000007,0.0036326202585728906,0.15361290322580645,0.024193548387096954,0.0,0.006456358287022784
24,3,715398,255,0,94.6,0.53,24.01,1.02,0.5270938215102907,0.00024329102955573134,0.07900000000000007,0.003079633285515584,0.15490322580645163,0.02449979583503454,0.12658227848101267,0.0030207604867971533
24,3,715436,255,0,95.15,0.53,24.11,1.058,0.5272213141549458,0.00020586253316112036,0.07600000000000007,0.0027087175415936864,0.15554838709677418,0.016977928692699373,0.0,0.0031400010323286197
24,3,715474,255,0,95.7,0.53,24.21,1.096,0.5273324615887477,0.0001774019039374366,0.07699999999999996,0.002303920830356321,0.1561935483870968,0.016757436112274728,0.0,0.002250119935637358
24,3,715513,255,0,95.93,0.53,24.31,1.135,0.5273945733899899,0.00015566871349064471,0.07799999999999985,0.0019957527370595514,0.15683870967741934,0.01654259718775841,0.0,0.0005448403617728059
24,3,715552,255,0,96.26,0.53,24.41,1.174,0.527374959136966,0.00013815297951428463,0.07800000000000007,0.0017711920450549296,0.15748387096774194,0.016542597187758717,0.0,-0.0019698074617973795
24,3,715591,255,0,96.59,0.53,24.51,1.213,0.5272409284079697,0.00012284656915614533,0.07800000000000007,0.0015749560148223746,0.15812903225806452,0.008271298593879182,-0.1282051282051282,-0.005322671226559997
24,3,715630,255,0,96.7,0.52,24.51,1.252,0.5269597907812943,0.00010861173120169809,0.07699999999999996,0.0014105419636584176,0.15812903225806452,0.008378718056137364,0.0,0.002080299563137187
24,3,715668,255,0,96.81,0.53,24.61,1.29,0.5274011114743312,9.516273655896868e-05,0.07699999999999996,0.0012358796955710225,0.1587741935483871,0.008378718056137364,0.0,0.009127845021927445
24,3,715707,255,0,96.92,0.52,24.61,1.329,0.5276626348479827,8.27888999973574e-05,0.08000000000000007,0.0010348612499669666,0.1587741935483871,0.0,-0.125,0.004290617848970443
24,3,715748,255,0,96.92,0.52,24.61,1.37,0.5277443609022489,7.199109334294463e-05,0.08000000000000007,0.000899888666786807,0.1587741935483871,0.008064516129032202,0.125,-0.007191892775416924
24,3,715787,255,0,96.92,0.53,24.71,1.409,0.5270872834259493,6.317412582585291e-05,0.07799999999999985,0.000809924690075039,0.15941935483870967,0.008271298593879204,0.12820512820512858,-0.008004962238371821
24,3,715826,255,0,97.03,0.53,24.71,1.448,0.5271199738476559,5.646381066236827e-05,0.07800000000000007,0.0007238950084919003,0.15941935483870967,0.0,0.0,0.002514647823571607
24,3,715865,255,0,97.03,0.53,24.71,1.487,0.5272834259561879,5.164699095923453e-05,0.07800000000000007,0.0006621409097337755,0.15941935483870967,0.007444168734491442,0.0,0.005867511588334224
24,3,715904,255,0,97.03,0.53,24.8,1.526,0.5275776397515459,4.819844206159018e-05,0.07599999999999985,0.0006341900271261879,0.16,0.007640067911714923,0.0,0.009463016809758773
24,3,715941,255,0,97.03,0.53,24.8,1.563,0.5280026152337296,4.535969751344382e-05,0.07600000000000007,0.0005968381251768918,0.16,0.0,0.0,0.020259458715438963
24,3,715980,255,0,97.03,0.53,24.8,1.602,0.5291173586139193,4.2256764568922025e-05,0.07800000000000007,0.0005417533919092562,0.16,0.0,0.0,0.019111323459150193
24,3,716019,255,0,97.03,0.53,24.8,1.641,0.5294932984635433,3.8070193578640496e-05,0.07799999999999985,0.00048807940485436627,0.16,0.0,0.0,0.00016764318823734849
24,3,716058,255,0,97.03,0.53,24.8,1.68,0.5291304347826018,3.2268207597251574e-05,0.08000000000000007,0.0004033525949656443,0.16,0.008064516129032202,-0.125,0.006538084341287103
24,3,716099,255,0,97.03,0.52,24.9,1.721,0.5300163452108463,2.485657951311282e-05,0.08000000000000007,0.00031070724391391,0.16064516129032258,0.008064516129032202,0.0,0.0016345210853224697
24,3,716138,255,0,97.03,0.53,24.9,1.76,0.5292611964694276,1.6527863983679226e-05,0.07799999999999985,0.00021189569209845204,0.16064516129032258,0.0,0.12820512820512858,-0.022086990050375992
24,3,716177,255,0,97.03,0.53,24.9,1.799,0.528293559986917,8.589304232394568e-06,0.07699999999999996,0.00011154940561551394,0.16064516129032258,0.0,0.0,-0.016599941411972453
24,3,716215,255,0,96.92,0.53,24.9,1.837,0.5279830009807057,2.639848024557523e-06,0.07699999999999996,3.4283740578669146e-05,0.16064516129032258,0.0,0.0,-0.00679281490004
24,3,716254,255,0,96.92,0.53,24.9,1.876,0.5277705132396139,8.904068294413037e-08,0.07800000000000007,1.1415472172324397e-06,0.16064516129032258,0.0,0.0,-0.004191079705952204
24,3,716293,255,0,96.92,0.53,24.9,1.915,0.5276560967636414,1.685747978346086e-06,0.07800000000000007,2.1612153568539544e-05,0.16064516129032258,-0.008271298593879182,0.0,-0.001676431882380597
24,3,716332,255,0,97.03,0.53,24.8,1.954,0.5276397515527882,7.226758036349423e-06,0.07699999999999996,9.385400047207048e-05,0.16,0.0,-0.12987012987013005,0.0008491018625037385
24,3,716370,255,0,96.92,0.52,24.9,1.992,0.5277214776070542,1.555267542622474e-05,0.07700000000000018,0.00020198279774317796,0.16064516129032258,0.008378718056137342,0.0,0.0033964074500192694
24,3,716409,255,0,96.92,0.53,24.9,2.031,0.5279012749264397,2.4829890154904888e-05,0.08000000000000007,0.0003103736269363108,0.16064516129032258,0.0,0.125,0.005720823798627256
24,3,716450,255,0,96.92,0.53,24.9,2.072,0.5281791435109444,3.301151315191575e-05,0.07899999999999974,0.0004178672550875425,0.16064516129032258,0.0,-0.1265822784810132,0.00827605612821226
24,3,716488,255,0,96.92,0.52,24.9,2.11,0.5285550833605684,3.832439122578535e-05,0.07699999999999996,0.0004977193665686412,0.16064516129032258,0.008378718056137364,0.0,-0.0006792814900035676
24,3,716527,255,0,96.92,0.53,25.0,2.149,0.5281268388362141,3.964637884951116e-05,0.07800000000000029,0.0005082869083270643,0.16129032258064516,0.008271298593879158,0.12820512820512783,-0.0029756665912271524
24,3,716566,255,0,96.92,0.53,25.0,2.188,0.5283229813664527,3.6681885144378864e-05,0.07799999999999985,0.00047028057877408893,0.16129032258064516,0.0,0.0,0.005867511588335665
24,3,716605,255,0,96.92,0.53,25.0,2.227,0.5285845047401043,2.9907091561501176e-05,0.07799999999999985,0.0003834242507884774,0.16129032258064516,0.0,0.0,0.007543943470716266
24,3,716644,255,0,96.92,0.53,25.0,2.266,0.5289114089571686,2.0342696947583507e-05,0.07800000000000029,0.0002608038070203004,0.16129032258064516,0.0,0.0,0.00922037535309824
24,3,716683,255,0,96.92,0.53,25.0,2.305,0.529303694017646,9.280235051175368e-06,0.07699999999999996,0.0001205225331321477,0.16129032258064516,0.0,0.0,0.011038324212564461
24,3,716721,255,0,96.92,0.53,25.0,2.343,0.5297613599215361,-1.91326131525571e-06,0.07699999999999996,-2.4847549548775465e-05,0.16129032258064516,0.0,0.0,0.019996348861990292
24,3,716760,255,0,96.92,0.53,25.0,2.382,0.5308434128800192,-1.1851713161199485e-05,0.08000000000000007,-0.00014814641451499342,0.16129032258064516,0.0,0.0,0.005720823798627256
24,3,716801,255,0,96.92,0.53,25.0,2.423,0.5302190258254262,-1.9063933292553514e-05,0.07899999999999974,-0.00024131561129814655,0.16129032258064516,-0.008166598611678214,0.0,-0.007903633602443075
24,3,716839,255,0,96.92,0.53,24.9,2.461,0.5302190258254262,-2.1879490563453173e-05,0.07699999999999996,-0.00028414922809679463,0.16064516129032258,0.0,0.0,0.0008491018625051803
24,3,716878,255,0,96.92,0.53,25.0,2.5,0.5302844066688391,-1.8389376228071798e-05,0.07800000000000029,-0.0002357612336932273,0.16129032258064516,0.008271298593879158,0.0,-0.009052732164859467
24,3,716917,255,0,96.92,0.53,25.0,2.539,0.5295129127165672,-6.649758515717252e-06,0.07799999999999985,-8.52533143040675e-05,0.16129032258064516,0.008271298593879562,0.0,-0.005029295647144652
