=====Start_data=====
Date: 13/02/2022, Time: 00:00
Notes: filter and calibrated data
Collection period (s): 30.00, Sampling Frequency (Hz): 50.00
Counter, Distance(mm)
328, 137.91, 182.93
329, 138.18, 182.82
330, 138.44, 182.70
331, 138.66, 182.61
332, 138.81, 182.49
333, 138.88, 182.31
334, 138.89, 182.06
335, 138.87, 181.85
336, 138.85, 181.73
337, 138.87, 181.58
338, 138.94, 181.35
339, 139.04, 181.09
340, 139.19, 180.86
341, 139.37, 180.71
342, 139.54, 180.59
343, 139.65, 180.49
344, 139.70, 180.42
345, 139.69, 180.39
346, 139.65, 180.40
347, 139.53, 180.39
348, 139.34, 180.33
349, 139.08, 180.32
350, 138.87, 180.41
351, 138.74, 180.61
352, 138.75, 180.82
353, 138.86, 181.01
354, 138.94, 181.14
355, 138.95, 181.22
356, 138.85, 181.27
357, 138.79, 181.23
358, 138.81, 181.12
359, 138.89, 181.00
360, 138.98, 180.93
361, 139.04, 180.94
362, 139.11, 181.06
363, 139.19, 181.27
364, 139.27, 181.46
365, 139.32, 181.57
366, 139.34, 181.64
367, 139.36, 181.72
368, 139.39, 181.85
369, 139.45, 181.94
370, 139.52, 181.99
371, 139.60, 181.97
372, 139.72, 181.90
373, 139.91, 181.80
374, 140.04, 181.67
375, 140.08, 181.50
376, 140.00, 181.30
377, 139.86, 181.09
378, 139.70, 180.88
379, 139.58, 180.64
380, 139.50, 180.35
381, 139.48, 180.05
382, 139.49, 179.77
383, 139.52, 179.54
384, 139.54, 179.40
385, 139.54, 179.36
386, 139.46, 179.42
387, 139.30, 179.54
388, 139.06, 179.68
389, 138.76, 179.81
390, 138.41, 179.91
391, 138.20, 180.01
392, 138.18, 180.12
393, 138.36, 180.19
394, 138.53, 180.21
395, 138.59, 180.15
396, 138.63, 180.16
397, 138.71, 180.26
398, 138.90, 180.29
399, 139.19, 180.18
400, 139.57, 179.88
401, 139.89, 179.46
402, 140.08, 178.98
403, 140.10, 178.48
404, 140.11, 178.00
405, 140.16, 177.56
406, 140.19, 177.27
407, 140.15, 177.16
408, 140.08, 177.24
409, 140.05, 177.44
410, 140.07, 177.72
411, 140.11, 178.01
412, 140.15, 178.28
413, 140.11, 178.50
414, 140.00, 178.69
415, 139.82, 178.78
416, 139.62, 178.78
417, 139.43, 178.68
418, 139.30, 178.58
419, 139.24, 178.50
420, 139.23, 178.55
421, 139.27, 178.73
422, 139.34, 179.04
423, 139.34, 179.40
424, 139.25, 179.80
425, 139.07, 180.09
426, 138.89, 180.24
427, 138.74, 180.22
428, 138.62, 180.09
429, 138.52, 179.88
430, 138.42, 179.75
431, 138.41, 179.72
432, 138.50, 179.82
433, 138.75, 179.90
434, 139.13, 179.91
435, 139.60, 179.87
436, 140.11, 179.82
437, 140.62, 179.71
438, 141.05, 179.53
439, 141.38, 179.27
440, 141.62, 179.10
441, 141.79, 179.07
442, 141.92, 179.18
443, 141.91, 179.37
444, 141.75, 179.58
445, 141.46, 179.68
446, 141.11, 179.61
447, 140.76, 179.51
448, 140.47, 179.45
449, 140.27, 179.49
450, 140.14, 179.68
451, 140.05, 180.00
452, 139.99, 180.34
453, 140.00, 180.61
454, 140.09, 180.76
455, 140.23, 180.94
456, 140.38, 181.17
457, 140.54, 181.43
458, 140.72, 181.67
459, 140.92, 181.86
460, 141.00, 182.00
461, 140.96, 182.09
462, 140.80, 182.13
463, 140.57, 182.11
464, 140.33, 182.06
465, 140.09, 182.01
466, 139.86, 181.97
467, 139.69, 182.00
468, 139.56, 182.11
469, 139.50, 182.09
470, 139.38, 181.90
471, 139.17, 181.51
472, 138.85, 181.10
473, 138.47, 180.75
474, 138.08, 180.44
475, 137.71, 180.13
476, 137.41, 179.80
477, 137.25, 179.53
478, 137.25, 179.34
479, 137.40, 179.26
480, 137.61, 179.29
481, 137.85, 179.40
482, 138.08, 179.59
483, 138.29, 179.84
484, 138.44, 180.16
485, 138.54, 180.52
486, 138.59, 180.93
487, 138.64, 181.37
488, 138.72, 181.82
489, 138.82, 182.09
490, 138.91, 182.14
491, 138.98, 182.01
492, 139.11, 181.78
493, 139.32, 181.53
494, 139.58, 181.35
495, 139.85, 181.27
496, 140.10, 181.34
497, 140.35, 181.51
498, 140.60, 181.77
499, 140.77, 181.98
500, 140.84, 182.12
501, 140.79, 182.14
502, 140.63, 182.04
503, 140.39, 181.87
504, 140.01, 181.57
505, 139.52, 181.15
506, 138.94, 180.48
507, 138.08, 179.58
508, 136.95, 178.49
509, 135.41, 177.19
510, 133.59, 175.75
511, 131.43, 173.96
512, 129.06, 171.87
513, 126.60, 169.40
514, 124.09, 166.71
515, 121.63, 163.93
516, 119.18, 161.22
517, 116.82, 158.67
518, 114.58, 156.24
519, 112.55, 153.95
520, 110.78, 151.81
521, 109.28, 149.92
522, 108.06, 148.32
523, 107.09, 146.99
524, 106.41, 145.92
525, 105.99, 145.06
526, 105.69, 144.51
527, 105.45, 144.26
528, 105.20, 144.25
529, 105.15, 144.41
530, 105.33, 144.66
531, 105.66, 144.99
532, 106.01, 145.36
533, 106.31, 145.71
534, 106.72, 146.00
535, 107.26, 146.20
536, 107.89, 146.41
537, 108.53, 146.66
538, 109.05, 146.93
539, 109.44, 147.19
540, 109.69, 147.36
541, 109.78, 147.44
542, 109.72, 147.41
543, 109.53, 147.32
544, 109.26, 147.18
545, 108.95, 147.03
546, 108.63, 146.86
547, 108.32, 146.70
548, 108.11, 146.55
549, 108.03, 146.41
550, 108.07, 146.32
551, 108.15, 146.28
552, 108.23, 146.29
553, 108.22, 146.36
554, 108.12, 146.49
555, 107.93, 146.63
556, 107.78, 146.76
557, 107.70, 146.87
558, 107.63, 146.95
559, 107.54, 147.01
560, 107.36, 147.02
561, 107.13, 146.99
562, 106.85, 146.94
563, 106.61, 146.90
564, 106.43, 146.87
565, 106.42, 146.86
566, 106.56, 146.86
567, 106.85, 146.90
568, 107.19, 146.97
569, 107.54, 147.07
570, 107.70, 147.16
571, 107.64, 147.24
572, 107.35, 147.19
573, 107.08, 147.11
574, 106.91, 147.01
575, 106.90, 146.94
576, 106.88, 146.78
577, 106.77, 146.53
578, 106.47, 146.27
579, 106.00, 146.07
580, 105.41, 145.98
581, 104.89, 145.92
582, 104.52, 145.85
583, 104.34, 145.84
584, 104.30, 145.91
585, 104.37, 145.93
586, 104.61, 145.86
587, 105.01, 145.66
588, 105.48, 145.45
589, 105.93, 145.30
590, 106.30, 145.31
591, 106.55, 145.47
592, 106.66, 145.78
593, 106.68, 146.08
594, 106.64, 146.33
595, 106.50, 146.43
596, 106.26, 146.40
597, 105.91, 146.25
598, 105.59, 146.13
599, 105.35, 146.10
600, 105.17, 146.09
601, 105.00, 146.07
602, 104.83, 146.00
603, 104.56, 145.92
604, 104.18, 145.86
605, 103.71, 145.93
606, 103.23, 146.14
607, 102.77, 146.44
608, 102.39, 146.77
609, 102.08, 147.06
610, 101.81, 147.37
611, 101.55, 147.70
612, 101.28, 148.00
613, 101.11, 148.23
614, 101.05, 148.39
615, 101.16, 148.45
616, 101.42, 148.43
617, 101.79, 148.31
618, 102.15, 148.12
619, 102.42, 147.87
620, 102.65, 147.57
621, 102.86, 147.23
622, 103.14, 146.96
623, 103.51, 146.78
624, 103.95, 146.72
625, 104.37, 146.62
626, 104.72, 146.42
627, 104.96, 146.12
628, 105.09, 145.79
629, 105.12, 145.46
630, 104.98, 145.23
631, 104.66, 145.12
632, 104.33, 145.09
633, 104.06, 145.10
634, 103.92, 145.04
635, 103.89, 144.92
636, 103.92, 144.73
637, 104.00, 144.61
638, 104.11, 144.60
639, 104.23, 144.67
640, 104.36, 144.77
641, 104.49, 144.84
642, 104.57, 145.01
643, 104.62, 145.29
644, 104.59, 145.58
645, 104.50, 145.80
646, 104.35, 145.91
647, 104.21, 146.00
648, 104.08, 146.08
649, 104.01, 146.17
650, 104.01, 146.23
651, 104.05, 146.26
652, 104.06, 146.30
653, 103.99, 146.34
654, 103.94, 146.41
655, 103.97, 146.49
656, 104.09, 146.50
657, 104.26, 146.40
658, 104.42, 146.21
659, 104.60, 145.93
660, 104.78, 145.59
661, 104.98, 145.32
662, 105.17, 145.17
663, 105.35, 145.16
664, 105.51, 145.28
665, 105.64, 145.49
666, 105.76, 145.75
667, 105.77, 146.01
668, 105.68, 146.25
669, 105.46, 146.43
670, 105.16, 146.54
671, 104.79, 146.68
672, 104.43, 146.85
673, 104.13, 147.09
674, 103.92, 147.41
675, 103.77, 147.80
676, 103.68, 148.17
677, 103.66, 148.46
678, 103.70, 148.63
679, 103.80, 148.70
680, 103.94, 148.66
681, 104.09, 148.60
682, 104.27, 148.56
683, 104.48, 148.55
684, 104.70, 148.57
685, 104.93, 148.60
686, 105.15, 148.59
687, 105.32, 148.53
688, 105.43, 148.38
689, 105.52, 148.16
690, 105.59, 147.89
691, 105.66, 147.65
692, 105.76, 147.48
693, 105.88, 147.30
694, 105.97, 147.10
695, 106.01, 146.84
696, 105.98, 146.67
697, 105.96, 146.62
698, 105.98, 146.63
699, 105.99, 146.65
700, 105.97, 146.63
701, 105.94, 146.60
702, 105.90, 146.59
703, 105.88, 146.61
704, 105.90, 146.64
705, 105.96, 146.66
706, 105.95, 146.64
707, 105.84, 146.60
708, 105.61, 146.49
709, 105.47, 146.30
710, 105.48, 146.13
711, 105.59, 146.01
712, 105.74, 145.98
713, 105.85, 146.07
714, 105.97, 146.26
715, 106.09, 146.44
716, 106.20, 146.53
717, 106.27, 146.52
718, 106.31, 146.35
719, 106.33, 146.04
720, 106.32, 145.71
721, 106.32, 145.44
722, 106.34, 145.29
723, 106.42, 145.32
724, 106.55, 145.54
725, 106.72, 145.88
726, 106.98, 146.26
727, 107.34, 146.62
728, 107.66, 146.83
729, 107.86, 146.89
730, 107.90, 146.93
731, 107.85, 147.05
732, 107.76, 147.18
733, 107.52, 147.26
734, 107.12, 147.25
735, 106.57, 147.13
736, 106.16, 146.90
737, 105.96, 146.66
738, 105.99, 146.47
739, 106.14, 146.37
740, 106.35, 146.33
741, 106.50, 146.34
742, 106.57, 146.44
743, 106.59, 146.61
744, 106.59, 146.86
745, 106.51, 147.18
746, 106.32, 147.54
747, 106.01, 147.87
748, 105.74, 148.14
749, 105.56, 148.31
750, 105.41, 148.34
751, 105.22, 148.22
752, 104.98, 148.02
753, 104.75, 147.80
754, 104.58, 147.60
755, 104.43, 147.37
756, 104.27, 147.12
757, 104.10, 146.93
758, 104.02, 146.86
759, 104.07, 146.84
760, 104.19, 146.82
761, 104.30, 146.77
762, 104.36, 146.69
763, 104.41, 146.59
764, 104.46, 146.47
765, 104.50, 146.32
766, 104.51, 146.14
767, 104.50, 146.06
768, 104.46, 146.11
769, 104.41, 146.35
770, 104.46, 146.75
771, 104.63, 147.25
772, 104.90, 147.72
773, 105.22, 148.10
774, 105.53, 148.45
775, 105.78, 148.79
776, 105.94, 149.14
777, 106.08, 149.38
778, 106.24, 149.48
779, 106.45, 149.49
780, 106.65, 149.49
781, 106.82, 149.57
782, 106.95, 149.73
783, 107.05, 149.96
784, 107.11, 150.10
785, 107.07, 150.10
786, 106.92, 149.96
787, 106.76, 149.74
788, 106.66, 149.50
789, 106.67, 149.27
790, 106.79, 149.09
791, 107.03, 148.92
792, 107.24, 148.78
793, 107.38, 148.63
794, 107.40, 148.49
795, 107.35, 148.37
796, 107.23, 148.24
797, 107.14, 148.10
798, 107.10, 147.93
799, 107.06, 147.85
800, 107.00, 147.87
801, 106.91, 147.78
802, 106.80, 147.52
803, 106.67, 147.04
804, 106.61, 146.62
805, 106.61, 146.36
806, 106.68, 146.45
807, 107.02, 146.85
808, 107.63, 147.73
809, 108.66, 149.00
810, 110.02, 150.59
811, 111.61, 152.47
812, 113.41, 154.54
813, 115.34, 156.87
814, 117.39, 159.33
815, 119.46, 161.85
816, 121.48, 164.26
817, 123.48, 166.47
818, 125.43, 168.47
819, 127.28, 170.26
820, 128.95, 171.81
821, 130.39, 173.04
822, 131.60, 173.95
823, 132.57, 174.58
824, 133.38, 175.02
825, 134.06, 175.33
826, 134.75, 175.66
827, 135.46, 176.06
828, 136.20, 176.52
829, 136.73, 176.99
830, 137.00, 177.38
831, 137.08, 177.65
832, 137.08, 177.81
833, 137.08, 177.77
834, 137.10, 177.54
835, 137.14, 177.19
836, 137.20, 176.80
837, 137.24, 176.43
838, 137.25, 176.12
839, 137.22, 175.89
840, 137.15, 175.76
841, 137.01, 175.72
842, 136.82, 175.76
843, 136.59, 175.88
844, 136.39, 176.06
845, 136.26, 176.27
846, 136.21, 176.47
847, 136.22, 176.63
848, 136.26, 176.85
849, 136.36, 177.13
850, 136.50, 177.40
851, 136.74, 177.61
852, 137.05, 177.72
853, 137.29, 177.76
854, 137.41, 177.75
855, 137.36, 177.57
856, 136.90, 177.21
857, 136.04, 176.41
858, 134.69, 175.22
859, 133.01, 173.67
860, 131.14, 171.86
861, 128.88, 169.90
862, 126.30, 167.68
863, 123.44, 165.29
864, 120.51, 162.79
865, 117.69, 160.25
866, 115.08, 157.76
867, 112.77, 155.44
868, 110.76, 153.39
869, 109.06, 151.67
870, 107.65, 150.18
871, 106.55, 148.91
872, 105.73, 147.64
873, 105.12, 146.37
874, 104.66, 145.09
875, 104.30, 143.84
876, 103.98, 142.66
877, 103.68, 141.70
878, 103.43, 140.98
879, 103.26, 140.54
880, 103.26, 140.30
881, 103.42, 140.23
882, 103.72, 140.32
883, 104.13, 140.56
884, 104.62, 140.78
885, 105.03, 140.90
886, 105.32, 140.89
887, 105.45, 140.80
888, 105.55, 140.69
889, 105.65, 140.54
890, 105.74, 140.37
891, 105.79, 140.18
892, 105.79, 140.06
893, 105.66, 140.04
894, 105.42, 140.05
895, 105.19, 140.04
896, 105.07, 139.98
897, 105.09, 140.05
898, 105.09, 140.28
899, 105.04, 140.61
900, 105.00, 140.96
901, 105.02, 141.26
902, 105.15, 141.45
903, 105.36, 141.54
904, 105.64, 141.65
905, 105.93, 141.84
906, 106.21, 142.39
907, 106.55, 143.27
908, 106.97, 144.46
909, 107.49, 145.96
910, 108.30, 147.69
911, 109.42, 149.69
912, 110.98, 151.84
913, 112.85, 154.05
914, 114.92, 156.35
915, 117.12, 158.66
916, 119.35, 161.08
917, 121.64, 163.50
918, 123.91, 165.86
919, 126.09, 168.12
920, 128.15, 170.20
921, 130.04, 171.97
922, 131.76, 173.37
923, 133.29, 174.38
924, 134.61, 175.16
925, 135.67, 175.76
926, 136.45, 176.24
927, 137.00, 176.62
928, 137.38, 176.91
929, 137.62, 177.04
930, 137.78, 177.00
931, 137.89, 176.77
932, 138.03, 176.37
933, 138.21, 175.97
934, 138.40, 175.63
935, 138.58, 175.42
936, 138.73, 175.25
937, 138.79, 175.09
938, 138.77, 174.97
939, 138.74, 174.91
940, 138.74, 174.93
941, 138.82, 175.11
942, 138.88, 175.44
943, 138.90, 175.87
944, 138.84, 176.30
945, 138.71, 176.70
946, 138.53, 177.08
947, 138.35, 177.43
948, 138.19, 177.68
949, 138.15, 177.80
950, 138.23, 177.80
951, 138.44, 177.75
952, 138.61, 177.70
953, 138.70, 177.68
954, 138.73, 177.69
955, 138.73, 177.71
956, 138.75, 177.74
957, 138.46, 177.77
958, 137.80, 177.41
959, 136.63, 176.58
960, 135.09, 175.25
961, 133.15, 173.63
962, 130.96, 171.86
963, 128.62, 169.83
964, 126.20, 167.59
965, 123.80, 165.03
966, 121.49, 162.29
967, 119.36, 159.51
968, 117.47, 156.88
969, 115.62, 154.55
970, 113.77, 152.42
971, 111.94, 150.50
972, 110.27, 148.75
973, 108.82, 147.13
974, 107.59, 145.66
975, 106.60, 144.46
976, 105.87, 143.58
977, 105.39, 143.04
978, 105.14, 142.53
979, 105.09, 141.94
980, 105.20, 141.39
981, 105.34, 141.01
982, 105.47, 140.79
983, 105.53, 140.67
984, 105.60, 140.61
985, 105.69, 140.58
986, 105.94, 140.59
987, 106.33, 140.72
988, 106.79, 140.99
989, 107.27, 141.39
990, 107.69, 141.76
991, 108.03, 142.03
992, 108.28, 142.09
993, 108.42, 141.95
994, 108.45, 141.64
995, 108.39, 141.31
996, 108.22, 141.02
997, 107.96, 140.81
998, 107.70, 140.68
999, 107.49, 140.61
1000, 107.37, 140.55
1001, 107.27, 140.49
1002, 107.16, 140.48
1003, 106.96, 140.52
1004, 106.69, 140.77
1005, 106.36, 141.21
1006, 106.30, 141.82
1007, 106.57, 142.72
1008, 107.29, 143.85
1009, 108.33, 145.43
1010, 109.57, 147.36
1011, 111.06, 149.55
1012, 112.71, 151.98
1013, 114.63, 154.56
1014, 116.72, 157.17
1015, 118.65, 159.64
1016, 120.25, 161.87
1017, 121.41, 163.58
1018, 122.07, 164.70
1019, 122.27, 164.97
1020, 121.92, 164.49
1021, 121.12, 163.38
1022, 119.96, 161.81
1023, 118.59, 159.96
1024, 117.13, 157.94
1025, 115.62, 155.90
1026, 114.13, 153.94
1027, 112.70, 152.41
1028, 111.55, 151.40
1029, 110.75, 150.96
1030, 110.57, 150.96
1031, 110.98, 151.66
1032, 111.91, 153.00
1033, 113.42, 154.89
1034, 115.39, 157.14
1035, 117.74, 159.53
1036, 120.24, 161.80
1037, 122.73, 163.78
1038, 124.81, 165.40
1039, 126.36, 166.51
1040, 127.02, 167.13
1041, 126.89, 166.94
1042, 126.05, 166.02
1043, 124.76, 164.47
1044, 123.24, 162.53
1045, 121.56, 160.41
1046, 119.85, 158.09
1047, 118.29, 155.69
1048, 116.96, 153.28
1049, 115.93, 151.28
1050, 115.24, 149.82
1051, 114.86, 149.18
1052, 114.97, 149.26
1053, 115.54, 149.94
1054, 116.49, 151.20
1055, 117.80, 152.88
1056, 119.36, 155.00
1057, 121.13, 157.39
1058, 122.97, 159.78
1059, 124.80, 162.01
1060, 126.28, 163.94
1061, 127.32, 165.36
1062, 127.65, 166.22
1063, 127.37, 166.39
1064, 126.57, 165.97
1065, 125.28, 165.10
1066, 123.64, 163.73
1067, 121.73, 161.99
1068, 119.73, 159.83
1069, 117.86, 157.43
1070, 116.24, 154.93
1071, 114.93, 152.80
1072, 114.09, 151.21
1073, 113.73, 150.38
1074, 114.00, 150.20
1075, 114.79, 150.53
1076, 115.99, 151.49
1077, 117.61, 152.96
1078, 119.53, 154.91
1079, 121.54, 157.10
1080, 123.46, 159.25
1081, 125.15, 161.18
1082, 126.46, 162.79
1083, 127.37, 163.91
1084, 127.72, 164.52
1085, 127.58, 164.41
1086, 127.02, 163.69
1087, 126.04, 162.45
1088, 124.74, 160.73
1089, 123.06, 158.67
1090, 121.15, 156.39
1091, 119.11, 154.07
1092, 117.16, 151.86
1093, 115.43, 150.07
1094, 114.22, 148.81
1095, 113.56, 148.38
1096, 113.44, 148.72
1097, 113.84, 149.72
1098, 114.65, 151.26
1099, 116.01, 153.17
1100, 117.81, 155.44
1101, 119.93, 157.89
1102, 122.17, 160.43
1103, 124.37, 162.66
1104, 126.25, 164.45
1105, 127.69, 165.55
1106, 128.43, 166.02
1107, 128.50, 165.80
1108, 128.00, 165.08
1109, 126.92, 163.98
1110, 125.41, 162.57
1111, 123.66, 160.96
1112, 121.88, 159.01
1113, 120.21, 156.80
1114, 118.68, 154.40
1115, 117.32, 152.30
1116, 116.24, 150.67
1117, 115.47, 149.83
1118, 115.01, 149.73
1119, 115.07, 150.25
1120, 115.61, 151.33
1121, 116.70, 152.80
1122, 118.18, 154.78
1123, 119.90, 157.12
1124, 121.70, 159.72
1125, 123.46, 162.18
1126, 125.04, 164.30
1127, 126.12, 165.56
1128, 126.63, 165.93
1129, 126.39, 165.44
1130, 125.55, 164.23
1131, 124.21, 162.48
1132, 122.58, 160.40
1133, 120.81, 158.21
1134, 119.03, 156.08
1135, 117.31, 154.10
1136, 115.84, 152.34
1137, 114.71, 150.89
1138, 113.92, 149.79
1139, 113.51, 149.03
1140, 113.43, 148.82
