=====Start_data=====
Date: 23/01/2022, Time: 00:00
Notes: filter and calibrated data
Collection period (s): 180.00, Sampling Frequency (Hz): 50.00
Counter, Distance(mm)
0, 27.36, 4.73
1, 36.63, 14.88
2, 50.99, 30.61
3, 68.11, 49.38
4, 86.25, 69.27
5, 104.15, 88.90
6, 120.94, 107.32
7, 136.03, 123.89
8, 149.10, 138.30
9, 160.20, 150.43
10, 169.39, 160.35
11, 176.84, 168.18
12, 182.57, 174.04
13, 186.75, 178.15
14, 189.57, 180.83
15, 191.29, 182.41
16, 192.14, 183.17
17, 192.16, 183.25
18, 191.51, 182.79
19, 190.39, 182.13
20, 189.03, 181.47
21, 187.45, 180.73
22, 185.73, 179.90
23, 183.93, 178.95
24, 181.93, 177.88
25, 179.76, 176.75
26, 177.49, 175.44
27, 175.25, 173.99
28, 173.16, 172.44
29, 171.17, 170.88
30, 169.29, 169.37
31, 167.47, 167.87
32, 165.75, 166.40
33, 164.18, 164.97
34, 162.75, 163.52
35, 161.49, 162.06
36, 160.46, 160.71
37, 159.67, 159.57
38, 159.13, 158.68
39, 158.97, 158.32
40, 159.18, 158.49
41, 159.97, 159.20
42, 161.24, 160.26
43, 162.90, 161.65
44, 164.93, 163.28
45, 167.20, 165.04
46, 169.51, 166.87
47, 171.69, 168.66
48, 173.62, 170.36
49, 175.26, 171.91
50, 176.61, 173.27
51, 177.72, 174.44
52, 178.62, 175.45
53, 179.36, 176.26
54, 179.97, 176.88
55, 180.47, 177.32
56, 180.57, 177.40
57, 180.23, 177.11
58, 179.29, 176.48
59, 177.91, 175.64
60, 176.22, 174.69
61, 174.34, 173.59
62, 172.41, 172.37
63, 170.41, 170.91
64, 168.43, 169.28
65, 166.52, 167.53
66, 164.74, 165.85
67, 163.12, 164.33
68, 161.69, 162.85
69, 160.47, 161.38
70, 159.46, 160.03
71, 158.78, 158.91
72, 158.42, 158.08
73, 158.51, 157.79
74, 159.00, 158.03
75, 159.81, 158.90
76, 161.01, 160.21
77, 162.53, 161.80
78, 164.51, 163.55
79, 166.82, 165.32
80, 169.27, 167.08
81, 171.66, 168.76
82, 173.86, 170.32
83, 175.82, 171.78
84, 177.54, 173.10
85, 178.98, 174.21
86, 180.13, 175.07
87, 181.00, 175.67
88, 181.51, 176.03
89, 181.67, 176.18
90, 181.29, 176.02
91, 180.42, 175.55
92, 179.13, 174.82
93, 177.56, 173.97
94, 175.85, 173.10
95, 174.03, 172.02
96, 172.22, 170.75
97, 170.46, 169.28
98, 168.73, 167.76
99, 167.04, 166.28
100, 165.44, 164.71
101, 164.01, 163.09
102, 162.78, 161.46
103, 161.70, 159.95
104, 160.76, 158.62
105, 160.05, 157.66
106, 159.60, 157.09
107, 159.42, 157.00
108, 159.74, 157.31
109, 160.55, 157.94
110, 161.83, 159.03
111, 163.39, 160.51
112, 165.27, 162.30
113, 167.35, 164.19
114, 169.56, 166.03
115, 171.64, 167.84
116, 173.49, 169.55
117, 175.11, 171.12
118, 176.53, 172.50
119, 177.79, 173.68
120, 178.86, 174.67
121, 179.74, 175.48
122, 180.23, 176.06
123, 180.32, 176.39
124, 180.01, 176.31
125, 179.45, 175.85
126, 178.73, 175.05
127, 177.82, 174.09
128, 176.76, 173.08
129, 175.61, 171.88
130, 174.32, 170.52
131, 172.94, 169.00
132, 171.49, 167.37
133, 170.05, 165.72
134, 168.67, 164.04
135, 167.33, 162.41
136, 166.03, 160.87
137, 164.82, 159.47
138, 163.76, 158.26
139, 162.92, 157.45
140, 162.32, 157.07
141, 161.95, 157.12
142, 162.01, 157.66
143, 162.47, 158.60
144, 163.47, 159.97
145, 164.87, 161.64
146, 166.55, 163.51
147, 168.46, 165.47
148, 170.49, 167.41
149, 172.52, 169.17
150, 174.42, 170.69
151, 176.13, 171.98
152, 177.61, 173.08
153, 178.84, 174.00
154, 179.84, 174.78
155, 180.62, 175.44
156, 181.20, 175.82
157, 181.50, 175.91
158, 181.52, 175.71
159, 181.10, 175.37
160, 180.30, 174.98
161, 179.20, 174.36
162, 177.75, 173.49
163, 176.05, 172.38
164, 174.12, 171.04
165, 172.09, 169.57
166, 170.08, 167.97
167, 168.18, 166.34
168, 166.46, 164.76
169, 165.00, 163.29
170, 163.81, 161.97
171, 162.82, 160.76
172, 162.00, 159.64
173, 161.31, 158.72
174, 160.87, 158.03
175, 160.69, 157.60
176, 160.94, 157.61
177, 161.57, 158.06
178, 162.53, 159.04
179, 163.84, 160.40
180, 165.42, 162.03
181, 167.14, 163.86
182, 168.83, 165.80
183, 170.38, 167.67
184, 171.94, 169.37
185, 173.50, 170.80
186, 175.13, 172.00
187, 176.76, 172.99
188, 178.33, 173.85
189, 179.65, 174.59
190, 180.66, 175.23
191, 181.20, 175.60
192, 181.29, 175.64
193, 181.00, 175.38
194, 180.30, 174.90
195, 179.28, 174.31
196, 177.85, 173.58
197, 176.15, 172.76
198, 174.27, 171.66
199, 172.39, 170.32
200, 170.63, 168.67
201, 168.97, 166.84
202, 167.43, 164.92
203, 165.94, 163.10
204, 164.55, 161.47
205, 163.25, 160.01
206, 162.23, 158.71
207, 161.50, 157.54
208, 161.18, 156.77
209, 161.20, 156.45
210, 161.50, 156.71
211, 162.20, 157.42
212, 163.25, 158.49
213, 164.74, 159.83
214, 166.53, 161.32
215, 168.52, 163.02
216, 170.51, 164.83
217, 172.37, 166.70
218, 174.04, 168.49
219, 175.48, 170.09
220, 176.68, 171.59
221, 177.71, 172.98
222, 178.59, 174.36
223, 179.33, 175.69
224, 179.91, 176.97
225, 180.33, 177.97
226, 180.44, 178.64
227, 180.23, 178.76
228, 179.57, 178.38
229, 178.55, 177.55
230, 177.26, 176.20
231, 175.82, 174.41
232, 174.34, 172.33
233, 172.79, 170.19
234, 171.25, 168.14
235, 169.70, 166.19
236, 168.23, 164.38
237, 166.88, 162.66
238, 165.61, 161.07
239, 164.45, 159.63
240, 163.41, 158.35
241, 162.55, 157.23
242, 161.86, 156.59
243, 161.57, 156.49
244, 161.69, 156.93
245, 162.29, 157.96
246, 163.21, 159.47
247, 164.34, 161.42
248, 165.68, 163.58
249, 167.16, 165.87
250, 168.77, 168.15
251, 170.41, 170.33
252, 172.03, 172.29
253, 173.57, 173.99
254, 174.99, 175.34
255, 176.30, 176.34
256, 177.47, 177.03
257, 178.49, 177.51
258, 179.36, 177.85
259, 180.08, 177.93
260, 180.44, 177.75
261, 180.42, 177.32
262, 179.85, 176.65
263, 178.84, 175.82
264, 177.48, 174.68
265, 175.82, 173.30
266, 173.99, 171.72
267, 172.13, 170.00
268, 170.39, 168.20
269, 168.84, 166.39
270, 167.43, 164.68
271, 166.14, 163.12
272, 164.93, 161.73
273, 163.83, 160.51
274, 162.84, 159.50
275, 161.96, 158.70
276, 161.19, 158.34
277, 160.81, 158.43
278, 160.89, 158.95
279, 161.44, 159.85
280, 162.43, 161.03
281, 163.76, 162.44
282, 165.48, 163.96
283, 167.46, 165.51
284, 169.58, 167.11
285, 171.67, 168.70
286, 173.61, 170.40
287, 175.41, 172.14
288, 177.06, 173.88
289, 178.57, 175.38
290, 179.75, 176.54
291, 180.55, 177.38
292, 181.07, 177.98
293, 181.40, 178.40
294, 181.35, 178.56
295, 180.91, 178.49
296, 180.08, 177.87
297, 178.94, 176.76
298, 177.58, 175.18
