=====Start_data=====
Date: 23/01/2022, Time: 00:00
Notes: filter and calibrated data
Collection period (s): 180.00, Sampling Frequency (Hz): 50.00
Counter, Distance(mm)
401, 171.33, 166.82
402, 169.93, 165.88
403, 168.35, 164.78
404, 166.64, 163.60
405, 164.83, 162.42
406, 163.21, 161.38
407, 161.88, 160.54
408, 160.90, 159.79
409, 160.22, 159.08
410, 159.78, 158.36
411, 159.51, 157.91
412, 159.35, 157.81
413, 159.54, 158.14
414, 160.10, 158.81
415, 161.02, 159.72
416, 162.39, 160.77
417, 164.12, 161.88
418, 165.89, 163.01
419, 167.47, 164.11
420, 168.72, 165.14
421, 169.75, 166.13
422, 170.63, 167.05
423, 171.39, 167.80
424, 172.04, 168.34
425, 172.53, 168.67
426, 172.88, 168.85
427, 173.10, 168.93
428, 173.32, 168.84
429, 173.61, 168.56
430, 173.74, 168.10
431, 173.63, 167.52
432, 173.24, 166.87
433, 172.59, 166.15
434, 171.74, 165.40
435, 170.72, 164.64
436, 169.62, 163.91
437, 168.51, 163.25
438, 167.30, 162.63
439, 166.00, 162.08
440, 164.59, 161.60
441, 163.13, 161.22
442, 161.70, 160.95
443, 160.38, 160.67
444, 159.23, 160.38
445, 158.43, 160.24
446, 157.99, 160.29
447, 157.90, 160.59
448, 158.34, 161.14
449, 159.25, 161.89
450, 160.68, 162.74
451, 162.44, 163.59
452, 164.32, 164.56
453, 166.15, 165.65
454, 167.83, 166.86
455, 169.36, 167.98
456, 170.74, 168.93
457, 171.95, 169.62
458, 172.94, 170.09
459, 173.73, 170.36
460, 174.38, 170.45
461, 174.94, 170.39
462, 175.37, 170.23
463, 175.66, 169.99
464, 175.81, 169.72
465, 175.69, 169.25
466, 175.32, 168.57
467, 174.60, 167.67
468, 173.61, 166.64
469, 172.42, 165.56
470, 171.00, 164.51
471, 169.43, 163.53
472, 167.79, 162.68
473, 166.20, 161.98
474, 164.74, 161.44
475, 163.46, 160.91
476, 162.37, 160.33
477, 161.42, 159.76
478, 160.57, 159.23
479, 160.06, 158.93
480, 159.93, 158.87
481, 160.20, 159.05
482, 160.73, 159.49
483, 161.42, 160.15
484, 162.49, 160.95
485, 163.91, 161.79
486, 165.66, 162.61
487, 167.48, 163.44
488, 169.22, 164.29
489, 170.73, 165.13
490, 171.96, 165.92
491, 172.90, 166.65
492, 173.62, 167.25
493, 174.16, 167.73
494, 174.65, 168.00
495, 175.12, 168.07
496, 175.60, 167.95
497, 175.98, 167.77
498, 176.21, 167.57
499, 176.04, 167.13
500, 175.48, 166.42
501, 174.56, 165.42
502, 173.36, 164.32
503, 172.02, 163.23
504, 170.55, 162.25
505, 169.03, 161.39
506, 167.45, 160.63
507, 165.86, 159.97
508, 164.31, 159.40
509, 162.83, 158.93
510, 161.47, 158.55
511, 160.24, 158.17
512, 159.19, 157.78
513, 158.30, 157.35
514, 157.73, 157.14
515, 157.49, 157.20
516, 157.81, 157.74
517, 158.63, 158.68
518, 159.87, 159.94
519, 161.53, 161.29
520, 163.48, 162.57
521, 165.64, 163.63
522, 167.87, 164.43
523, 170.02, 164.97
524, 171.90, 165.51
525, 173.42, 166.13
526, 174.54, 166.77
527, 175.33, 167.34
528, 175.84, 167.77
529, 176.34, 168.03
530, 176.91, 168.13
531, 177.28, 168.09
532, 177.32, 167.95
533, 176.89, 167.67
534, 176.14, 167.26
535, 175.16, 166.75
536, 173.93, 166.08
537, 172.51, 165.29
538, 171.02, 164.42
539, 169.60, 163.57
540, 168.32, 162.78
541, 166.94, 162.10
542, 165.42, 161.55
543, 163.83, 161.06
544, 162.28, 160.59
545, 160.89, 160.13
546, 159.74, 159.63
547, 158.84, 159.12
548, 158.42, 158.86
549, 158.46, 158.92
550, 158.93, 159.35
551, 159.82, 160.06
552, 161.03, 160.95
553, 162.57, 161.98
554, 164.31, 163.06
555, 166.14, 164.14
556, 167.90, 165.13
557, 169.50, 165.98
558, 170.87, 166.69
559, 171.97, 167.26
560, 172.86, 167.75
561, 173.55, 168.19
562, 174.09, 168.59
563, 174.50, 168.76
564, 174.78, 168.67
565, 174.91, 168.25
566, 174.89, 167.59
567, 174.74, 166.78
568, 174.26, 165.93
569, 173.46, 165.11
570, 172.35, 164.34
571, 171.08, 163.64
572, 169.78, 163.00
573, 168.43, 162.45
574, 167.07, 161.99
575, 165.76, 161.50
576, 164.57, 160.98
577, 163.54, 160.39
578, 162.63, 159.75
579, 161.81, 159.07
580, 161.07, 158.46
581, 160.43, 157.97
582, 159.89, 157.62
583, 159.72, 157.62
584, 159.95, 157.95
585, 160.84, 158.62
586, 162.25, 159.48
587, 164.02, 160.51
588, 165.91, 161.65
589, 167.82, 162.78
590, 169.67, 163.83
591, 171.41, 164.74
592, 172.92, 165.57
593, 174.15, 166.35
594, 175.07, 167.12
595, 175.70, 167.86
596, 176.08, 168.54
597, 176.36, 169.12
598, 176.59, 169.59
599, 176.65, 169.70
600, 176.48, 169.43
601, 176.08, 168.79
602, 175.36, 167.88
603, 174.36, 166.79
604, 172.97, 165.66
605, 171.31, 164.59
606, 169.48, 163.65
607, 167.62, 162.86
608, 165.84, 162.20
609, 164.27, 161.51
610, 162.97, 160.76
611, 161.92, 159.93
612, 161.09, 159.08
613, 160.44, 158.27
614, 159.95, 157.63
615, 159.61, 157.21
616, 159.59, 157.08
617, 159.91, 157.22
618, 160.55, 157.57
619, 161.60, 158.16
620, 162.98, 158.94
621, 164.69, 159.94
622, 166.57, 161.09
623, 168.49, 162.32
624, 170.31, 163.59
625, 171.95, 164.85
626, 173.42, 165.98
627, 174.72, 166.92
628, 175.87, 167.64
629, 176.78, 168.19
630, 177.46, 168.60
631, 177.83, 168.86
632, 177.95, 168.97
633, 177.86, 168.73
634, 177.55, 168.14
635, 177.09, 167.25
636, 176.35, 166.23
637, 175.40, 165.21
638, 174.08, 164.22
639, 172.48, 163.27
640, 170.69, 162.38
641, 168.95, 161.52
642, 167.37, 160.70
643, 165.99, 160.04
644, 164.78, 159.57
645, 163.74, 159.32
646, 162.73, 159.15
647, 161.76, 159.02
648, 160.91, 158.92
649, 160.26, 158.88
650, 159.84, 158.91
651, 159.79, 159.10
652, 160.09, 159.44
653, 160.93, 160.03
654, 162.19, 160.82
655, 163.80, 161.75
656, 165.63, 162.82
657, 167.53, 163.97
658, 169.36, 165.09
659, 171.02, 166.12
660, 172.42, 166.99
661, 173.58, 167.71
662, 174.51, 168.28
663, 175.19, 168.75
664, 175.65, 169.13
665, 175.91, 169.25
666, 176.03, 169.10
667, 176.03, 168.67
668, 175.83, 168.09
669, 175.44, 167.45
670, 174.70, 166.74
671, 173.65, 165.97
672, 172.37, 165.17
673, 170.92, 164.39
674, 169.40, 163.66
675, 167.92, 162.92
676, 166.56, 162.18
677, 165.36, 161.44
678, 164.29, 160.74
679, 163.34, 160.10
680, 162.39, 159.49
681, 161.45, 158.90
682, 160.53, 158.33
683, 159.85, 157.97
684, 159.46, 157.85
685, 159.60, 158.09
686, 160.22, 158.63
687, 161.23, 159.43
688, 162.56, 160.39
689, 164.09, 161.41
690, 165.75, 162.42
691, 167.43, 163.38
692, 169.05, 164.24
693, 170.60, 164.99
694, 172.05, 165.63
695, 173.35, 166.17
696, 174.46, 166.64
697, 175.28, 167.06
698, 175.79, 167.45
699, 176.03, 167.81
700, 176.06, 167.93
701, 175.93, 167.80
702, 175.62, 167.39
703, 175.15, 166.82
704, 174.55, 166.16
705, 173.76, 165.53
706, 172.83, 164.98
707, 171.64, 164.36
708, 170.25, 163.62
709, 168.72, 162.75
710, 167.11, 161.80
711, 165.51, 160.84
712, 164.02, 159.99
713, 162.72, 159.30
714, 161.66, 158.73
715, 160.79, 158.21
716, 160.09, 157.74
717, 159.61, 157.52
718, 159.37, 157.61
719, 159.34, 158.07
720, 159.68, 158.79
721, 160.37, 159.68
722, 161.49, 160.72
723, 162.91, 161.85
724, 164.59, 163.05
725, 166.39, 164.25
726, 168.21, 165.40
727, 169.88, 166.40
728, 171.34, 167.21
729, 172.59, 167.87
730, 173.66, 168.43
731, 174.58, 168.90
732, 175.38, 169.15
733, 176.06, 169.18
734, 176.51, 168.97
735, 176.73, 168.61
736, 176.70, 168.17
737, 176.39, 167.66
738, 175.83, 167.13
739, 174.89, 166.45
740, 173.63, 165.64
741, 172.14, 164.80
742, 170.56, 164.02
743, 169.00, 163.37
744, 167.51, 162.71
745, 166.13, 162.00
746, 164.89, 161.29
747, 163.66, 160.65
748, 162.43, 160.11
749, 161.19, 159.62
750, 160.00, 159.16
751, 159.07, 158.86
752, 158.45, 158.75
753, 158.15, 158.84
754, 158.33, 159.21
755, 158.96, 159.82
756, 160.24, 160.68
757, 162.02, 161.71
758, 164.18, 162.81
759, 166.37, 163.92
760, 168.40, 164.97
761, 170.21, 165.92
762, 171.81, 166.75
763, 173.19, 167.45
764, 174.33, 167.94
765, 175.21, 168.23
766, 175.85, 168.33
767, 176.30, 168.32
768, 176.57, 168.22
769, 176.69, 168.04
770, 176.67, 167.81
771, 176.40, 167.55
772, 175.88, 167.28
773, 175.14, 166.92
774, 174.23, 166.46
775, 173.22, 165.89
776, 172.01, 165.26
777, 170.64, 164.61
778, 169.05, 163.85
779, 167.32, 163.01
780, 165.53, 162.09
781, 163.85, 161.23
782, 162.37, 160.49
783, 161.17, 159.75
784, 160.24, 158.99
785, 159.57, 158.19
786, 159.32, 157.63
787, 159.50, 157.35
788, 160.28, 157.57
789, 161.54, 158.20
790, 163.18, 159.17
791, 164.94, 160.31
792, 166.65, 161.53
793, 168.37, 162.73
794, 170.07, 163.85
795, 171.74, 164.94
796, 173.18, 165.98
797, 174.33, 166.98
798, 175.17, 167.77
799, 175.78, 168.29
800, 176.20, 168.50
801, 176.59, 168.48
802, 176.99, 168.28
803, 177.26, 168.04
804, 177.34, 167.84
805, 177.01, 167.65
806, 176.31, 167.45
807, 175.30, 167.24
808, 173.98, 166.89
809, 172.44, 166.39
810, 170.68, 165.65
811, 168.85, 164.73
812, 167.02, 163.66
813, 165.26, 162.56
814, 163.64, 161.49
815, 162.21, 160.50
816, 161.00, 159.62
817, 160.03, 158.86
818, 159.29, 158.23
819, 158.73, 157.73
820, 158.59, 157.55
821, 158.85, 157.71
822, 159.52, 158.24
823, 160.55, 159.02
824, 161.83, 159.93
825, 163.45, 160.92
826, 165.27, 161.93
827, 167.23, 162.88
828, 169.18, 163.73
829, 171.01, 164.44
830, 172.70, 165.13
831, 174.21, 165.82
832, 175.52, 166.48
833, 176.57, 167.04
834, 177.36, 167.49
835, 177.84, 167.78
836, 178.09, 167.91
837, 177.98, 167.77
838, 177.55, 167.38
839, 176.85, 166.76
840, 175.94, 165.99
841, 174.89, 165.15
842, 173.65, 164.23
843, 172.29, 163.28
844, 170.85, 162.41
845, 169.38, 161.68
846, 167.93, 161.14
847, 166.48, 160.64
848, 165.08, 160.16
849, 163.76, 159.59
850, 162.47, 158.98
851, 161.24, 158.33
852, 160.18, 157.78
853, 159.35, 157.37
854, 158.80, 157.30
855, 158.63, 157.57
856, 158.80, 158.16
857, 159.42, 158.99
858, 160.41, 159.97
859, 161.68, 161.09
860, 163.17, 162.27
861, 164.78, 163.45
862, 166.61, 164.56
863, 168.58, 165.53
864, 170.56, 166.36
865, 172.39, 167.08
866, 173.97, 167.68
867, 175.28, 168.20
868, 176.35, 168.65
869, 177.18, 168.93
870, 177.81, 169.02
871, 178.25, 168.79
872, 178.37, 168.28
873, 178.15, 167.53
874, 177.51, 166.58
875, 176.54, 165.49
876, 175.33, 164.25
877, 173.98, 162.93
878, 172.61, 161.57
879, 171.08, 160.33
880, 169.44, 159.25
881, 167.72, 158.35
882, 165.97, 157.60
883, 164.27, 157.00
884, 162.72, 156.57
885, 161.39, 156.32
886, 160.31, 156.29
887, 159.57, 156.44
888, 159.13, 156.74
889, 159.20, 157.28
890, 159.72, 158.04
891, 160.70, 158.95
892, 161.97, 159.88
893, 163.42, 160.76
894, 164.90, 161.60
895, 166.34, 162.39
896, 167.76, 163.20
897, 169.13, 163.99
898, 170.44, 164.87
899, 171.70, 165.81
900, 172.89, 166.80
901, 173.99, 167.67
902, 174.97, 168.35
903, 175.82, 168.78
904, 176.44, 169.00
905, 176.82, 169.04
906, 176.90, 168.81
907, 176.74, 168.30
908, 176.40, 167.51
909, 175.72, 166.52
910, 174.75, 165.43
911, 173.54, 164.27
912, 172.25, 163.09
913, 170.99, 161.99
914, 169.54, 161.04
915, 167.90, 160.26
916, 166.08, 159.51
917, 164.23, 158.76
918, 162.45, 158.01
919, 160.83, 157.30
920, 159.40, 156.69
921, 158.36, 156.33
922, 157.74, 156.24
923, 157.79, 156.63
924, 158.41, 157.41
925, 159.53, 158.52
926, 161.02, 159.81
927, 162.75, 161.15
928, 164.71, 162.48
929, 166.80, 163.75
930, 168.91, 164.92
931, 170.88, 165.96
932, 172.60, 166.85
933, 174.22, 167.67
934, 175.76, 168.43
935, 177.26, 169.13
936, 178.53, 169.74
937, 179.51, 170.23
938, 179.96, 170.45
939, 179.92, 170.40
940, 179.42, 170.02
941, 178.53, 169.41
942, 177.38, 168.63
943, 175.94, 167.74
944, 174.32, 166.77
945, 172.59, 165.63
946, 170.90, 164.34
947, 169.36, 162.94
948, 167.86, 161.59
949, 166.40, 160.37
950, 164.93, 159.36
951, 163.53, 158.56
952, 162.23, 157.92
953, 161.07, 157.40
954, 160.07, 156.96
955, 159.42, 156.70
956, 159.14, 156.65
957, 159.22, 157.00
958, 159.76, 157.73
959, 160.71, 158.79
960, 162.02, 160.03
961, 163.54, 161.32
962, 165.13, 162.55
963, 166.84, 163.67
964, 168.61, 164.63
965, 170.36, 165.51
966, 171.95, 166.33
967, 173.33, 167.02
968, 174.52, 167.54
969, 175.51, 167.88
970, 176.31, 168.04
971, 176.92, 168.06
972, 177.33, 167.85
973, 177.51, 167.45
974, 177.46, 166.96
975, 177.05, 166.47
976, 176.35, 166.05
977, 175.37, 165.61
978, 174.23, 165.16
979, 173.03, 164.59
980, 171.69, 163.93
981, 170.26, 163.21
982, 168.67, 162.48
983, 167.01, 161.78
984, 165.34, 161.11
985, 163.76, 160.49
986, 162.32, 159.93
987, 161.12, 159.37
988, 160.18, 158.83
989, 159.50, 158.49
990, 159.17, 158.39
991, 159.15, 158.57
992, 159.54, 159.12
993, 160.26, 160.00
994, 161.22, 161.17
995, 162.51, 162.50
996, 164.08, 163.89
997, 165.89, 165.11
998, 167.79, 166.08
999, 169.66, 166.81
1000, 171.38, 167.36
1001, 172.90, 167.78
1002, 174.23, 168.08
1003, 175.39, 168.29
1004, 176.34, 168.34
1005, 177.07, 168.24
1006, 177.56, 168.05
1007, 177.68, 167.83
1008, 177.45, 167.63
1009, 176.83, 167.44
1010, 175.95, 167.23
1011, 174.89, 166.81
1012, 173.58, 166.15
1013, 172.09, 165.25
1014, 170.39, 164.13
1015, 168.60, 162.86
1016, 166.82, 161.59
1017, 165.08, 160.47
1018, 163.43, 159.54
1019, 161.96, 158.79
1020, 160.73, 158.17
1021, 159.76, 157.58
1022, 158.99, 156.97
1023, 158.40, 156.33
1024, 158.18, 156.02
1025, 158.36, 156.13
1026, 158.92, 156.65
1027, 159.82, 157.42
1028, 160.96, 158.36
1029, 162.26, 159.41
1030, 163.64, 160.49
1031, 165.01, 161.60
1032, 166.39, 162.69
1033, 167.74, 163.69
1034, 169.15, 164.54
1035, 170.56, 165.21
1036, 171.88, 165.75
1037, 173.04, 166.18
1038, 174.00, 166.61
1039, 174.76, 167.05
1040, 175.34, 167.51
1041, 175.65, 167.89
1042, 175.68, 168.15
1043, 175.46, 168.08
1044, 175.05, 167.70
1045, 174.51, 167.02
1046, 173.62, 166.08
1047, 172.40, 164.98
1048, 170.87, 163.87
1049, 169.21, 162.84
1050, 167.55, 161.96
1051, 165.88, 161.27
1052, 164.25, 160.76
1053, 162.70, 160.31
1054, 161.27, 159.87
1055, 160.02, 159.38
1056, 159.04, 158.87
1057, 158.35, 158.36
1058, 157.95, 158.06
1059, 158.01, 158.02
1060, 158.52, 158.37
1061, 159.55, 159.02
1062, 160.95, 159.90
1063, 162.66, 160.90
1064, 164.52, 161.93
1065, 166.43, 162.94
1066, 168.23, 163.91
1067, 169.84, 164.81
1068, 171.37, 165.56
1069, 172.85, 166.13
1070, 174.27, 166.55
1071, 175.38, 166.86
1072, 176.09, 167.08
1073, 176.51, 167.23
1074, 176.76, 167.33
1075, 176.94, 167.32
1076, 176.88, 167.22
1077, 176.56, 167.03
1078, 175.83, 166.76
1079, 174.79, 166.44
1080, 173.50, 165.95
1081, 172.02, 165.30
1082, 170.44, 164.49
1083, 168.67, 163.58
1084, 166.80, 162.65
1085, 164.87, 161.66
1086, 163.04, 160.66
1087, 161.39, 159.68
1088, 159.91, 158.78
1089, 158.60, 158.00
1090, 157.45, 157.38
1091, 156.68, 156.91
1092, 156.32, 156.77
1093, 156.53, 156.96
1094, 157.21, 157.48
1095, 158.48, 158.19
1096, 160.24, 158.99
1097, 162.35, 159.91
1098, 164.61, 160.89
1099, 166.84, 161.90
1100, 168.97, 162.91
1101, 170.93, 163.87
1102, 172.68, 164.77
1103, 174.18, 165.57
1104, 175.44, 166.26
1105, 176.39, 166.84
1106, 177.05, 167.31
1107, 177.44, 167.62
1108, 177.62, 167.78
1109, 177.65, 167.69
1110, 177.41, 167.37
1111, 176.92, 166.86
1112, 176.21, 166.20
1113, 175.23, 165.42
1114, 174.04, 164.54
1115, 172.57, 163.59
1116, 170.92, 162.63
1117, 169.17, 161.63
1118, 167.48, 160.62
1119, 165.93, 159.66
1120, 164.52, 158.82
1121, 163.25, 158.13
1122, 162.12, 157.62
1123, 161.15, 157.26
1124, 160.34, 157.13
1125, 159.83, 157.21
1126, 159.65, 157.47
1127, 159.92, 158.00
1128, 160.58, 158.77
1129, 161.54, 159.77
1130, 162.85, 160.91
1131, 164.43, 162.08
1132, 166.16, 163.24
1133, 167.91, 164.36
1134, 169.54, 165.38
1135, 170.99, 166.29
1136, 172.20, 167.03
1137, 173.24, 167.56
1138, 174.13, 167.91
1139, 174.90, 168.13
1140, 175.63, 168.27
