=====Start_data=====
Date: 23/01/2022, Time: 00:00
Notes: filter and calibrated data
Collection period (s): 180.00, Sampling Frequency (Hz): 50.00
Counter, Distance(mm)
0, 30.11, 4.73
1, 38.82, 14.86
2, 52.36, 30.58
3, 68.58, 49.37
4, 85.81, 69.34
5, 102.84, 89.07
6, 118.83, 107.60
7, 133.27, 124.29
8, 145.85, 138.81
9, 156.41, 150.98
10, 164.95, 160.81
11, 171.53, 168.54
12, 176.37, 174.43
13, 179.80, 178.74
14, 182.13, 181.78
15, 183.62, 183.79
16, 184.41, 184.89
17, 184.65, 185.24
18, 184.40, 184.99
19, 183.76, 184.49
20, 182.85, 183.93
21, 181.72, 183.17
22, 180.43, 182.17
23, 178.92, 180.93
24, 177.27, 179.42
25, 175.53, 177.72
26, 173.67, 175.67
27, 171.76, 173.35
28, 169.67, 170.85
29, 167.48, 168.36
30, 165.24, 166.01
31, 162.98, 163.64
32, 160.76, 161.26
33, 158.58, 158.78
34, 156.50, 156.30
35, 154.59, 153.91
36, 153.00, 151.84
37, 151.79, 150.17
38, 151.17, 149.33
39, 151.10, 149.33
40, 151.69, 150.12
41, 152.80, 151.54
42, 154.30, 153.41
43, 156.18, 155.68
44, 158.30, 158.19
45, 160.59, 160.79
46, 162.90, 163.45
47, 165.11, 166.08
48, 167.08, 168.45
49, 168.74, 170.44
50, 170.12, 172.05
51, 171.27, 173.35
52, 172.22, 174.40
53, 172.95, 175.30
54, 173.47, 176.10
55, 173.67, 176.56
56, 173.54, 176.66
57, 173.13, 176.37
58, 172.30, 175.59
59, 171.12, 174.38
60, 169.48, 172.72
61, 167.54, 170.76
62, 165.42, 168.65
63, 163.26, 166.50
64, 161.17, 164.40
65, 159.14, 162.27
66, 157.22, 160.15
67, 155.40, 158.06
68, 153.74, 156.01
69, 152.27, 154.04
70, 151.17, 152.36
71, 150.49, 151.07
72, 150.31, 150.22
73, 150.53, 150.03
74, 151.07, 150.49
75, 152.00, 151.69
76, 153.26, 153.44
77, 154.96, 155.62
78, 156.97, 158.04
79, 159.17, 160.54
80, 161.35, 163.14
81, 163.40, 165.77
82, 165.29, 168.22
83, 166.99, 170.32
84, 168.49, 171.99
85, 169.78, 173.24
86, 170.85, 174.12
87, 171.68, 174.83
88, 172.29, 175.48
89, 172.69, 176.12
90, 172.83, 176.43
91, 172.75, 176.34
92, 172.17, 175.48
93, 171.14, 173.97
94, 169.70, 171.89
95, 167.96, 169.55
96, 166.05, 167.18
97, 164.01, 164.84
98, 161.94, 162.61
99, 159.88, 160.53
100, 157.92, 158.43
101, 156.13, 156.31
102, 154.52, 154.19
103, 153.11, 152.20
104, 152.28, 150.93
105, 152.09, 150.48
106, 152.60, 151.05
107, 153.61, 152.38
108, 154.94, 154.26
109, 156.65, 156.60
110, 158.67, 159.24
111, 160.87, 162.01
112, 163.07, 164.71
113, 165.13, 167.21
114, 167.03, 169.43
115, 168.71, 171.34
116, 170.20, 172.90
117, 171.49, 174.12
118, 172.59, 175.02
119, 173.60, 175.57
120, 174.57, 175.80
121, 175.30, 175.85
122, 175.73, 175.79
123, 175.82, 175.57
124, 175.67, 175.19
125, 175.36, 174.65
126, 174.69, 173.75
127, 173.67, 172.52
128, 172.13, 170.91
129, 170.21, 169.08
130, 168.02, 167.15
131, 165.75, 165.12
132, 163.56, 163.06
133, 161.48, 160.84
134, 159.55, 158.53
135, 157.81, 156.19
136, 156.17, 154.03
137, 154.64, 152.16
138, 153.38, 150.81
139, 152.47, 149.99
140, 151.93, 149.69
141, 151.89, 149.97
142, 152.30, 150.76
143, 153.28, 152.16
144, 154.70, 153.99
145, 156.43, 156.14
146, 158.35, 158.48
147, 160.33, 160.91
148, 162.39, 163.39
149, 164.45, 165.81
150, 166.40, 168.08
151, 168.15, 170.11
152, 169.63, 171.84
153, 170.87, 173.26
154, 171.89, 174.35
155, 172.66, 175.10
156, 173.18, 175.54
157, 173.47, 175.71
158, 173.41, 175.58
159, 173.03, 175.19
160, 172.20, 174.32
161, 171.03, 173.03
162, 169.61, 171.37
163, 167.98, 169.52
164, 166.22, 167.62
165, 164.34, 165.48
166, 162.41, 163.14
167, 160.51, 160.64
168, 158.69, 158.02
169, 156.97, 155.40
170, 155.43, 152.79
171, 154.11, 150.31
172, 153.02, 148.01
173, 152.30, 146.33
174, 151.96, 145.33
175, 152.11, 145.36
176, 152.67, 146.27
177, 153.59, 147.99
178, 154.73, 150.22
179, 155.98, 152.74
180, 157.47, 155.53
181, 159.16, 158.47
182, 161.08, 161.58
183, 163.09, 164.69
184, 165.07, 167.69
185, 166.94, 170.31
186, 168.63, 172.47
187, 170.19, 174.20
188, 171.61, 175.57
189, 172.91, 176.66
190, 173.85, 177.47
191, 174.38, 178.03
192, 174.33, 178.07
193, 173.78, 177.60
194, 172.82, 176.65
195, 171.43, 175.20
196, 169.70, 173.38
197, 167.76, 171.25
198, 165.79, 169.01
199, 163.92, 166.53
200, 162.07, 163.88
201, 160.26, 161.12
202, 158.48, 158.19
203, 156.79, 155.18
204, 155.25, 152.21
205, 153.80, 149.44
206, 152.46, 147.00
207, 151.45, 145.40
208, 150.84, 144.70
209, 150.81, 145.17
210, 151.25, 146.54
211, 152.08, 148.60
212, 153.37, 151.10
213, 155.02, 153.83
214, 156.99, 156.71
215, 159.09, 159.60
216, 161.18, 162.39
217, 163.28, 165.08
218, 165.32, 167.60
219, 167.24, 169.79
220, 168.96, 171.56
221, 170.43, 172.88
222, 171.66, 173.92
223, 172.64, 174.76
224, 173.23, 175.33
225, 173.41, 175.62
226, 173.23, 175.50
227, 172.73, 175.02
228, 172.02, 174.26
229, 170.98, 173.10
230, 169.69, 171.60
231, 168.20, 169.80
232, 166.56, 167.86
233, 164.87, 165.92
234, 163.06, 163.79
235, 161.22, 161.50
236, 159.33, 159.03
237, 157.48, 156.57
238, 155.73, 154.23
239, 154.14, 151.96
240, 152.75, 149.79
241, 151.72, 148.18
242, 151.07, 147.25
243, 150.79, 147.07
244, 151.11, 147.72
245, 151.99, 149.05
246, 153.52, 151.03
247, 155.49, 153.38
248, 157.75, 155.92
249, 160.08, 158.64
250, 162.35, 161.44
251, 164.55, 164.20
252, 166.66, 166.78
253, 168.65, 168.98
254, 170.44, 170.73
255, 172.00, 172.03
256, 173.32, 173.04
257, 174.39, 173.86
258, 175.24, 174.35
259, 175.62, 174.51
260, 175.53, 174.33
261, 174.88, 173.81
262, 173.85, 173.02
263, 172.43, 171.78
264, 170.76, 170.15
265, 168.95, 168.19
266, 166.88, 166.25
267, 164.60, 164.49
268, 162.20, 162.61
269, 159.85, 160.56
270, 157.68, 158.28
271, 155.78, 156.06
272, 154.19, 154.03
273, 152.85, 152.24
274, 151.73, 150.67
275, 150.80, 149.32
276, 150.23, 148.57
277, 150.02, 148.47
278, 150.37, 149.18
279, 151.19, 150.49
280, 152.41, 152.46
281, 153.95, 154.88
282, 155.69, 157.59
283, 157.71, 160.46
284, 159.91, 163.31
285, 162.21, 166.09
286, 164.56, 168.70
287, 166.89, 171.08
288, 168.99, 172.99
289, 170.74, 174.37
290, 172.08, 175.42
291, 173.15, 176.29
292, 174.02, 177.10
293, 174.54, 177.51
294, 174.69, 177.44
295, 174.29, 176.89
296, 173.44, 176.03
297, 172.23, 175.00
298, 170.78, 173.71
299, 169.21, 172.23
300, 167.38, 170.59
301, 165.34, 168.92
302, 163.16, 167.33
303, 160.98, 165.43
304, 158.93, 163.17
305, 157.11, 160.65
306, 155.55, 158.11
307, 154.29, 155.74
308, 153.29, 153.61
309, 152.54, 151.76
310, 152.19, 150.53
311, 152.26, 149.96
312, 152.71, 150.29
313, 153.56, 151.34
314, 154.70, 152.97
315, 156.21, 155.16
316, 157.98, 157.74
317, 159.89, 160.55
318, 161.82, 163.35
319, 163.64, 166.00
320, 165.41, 168.41
321, 167.11, 170.55
322, 168.73, 172.26
323, 170.29, 173.51
324, 171.77, 174.31
325, 173.01, 174.85
326, 173.95, 175.24
327, 174.37, 175.39
328, 174.33, 175.29
329, 173.88, 174.75
330, 173.01, 173.83
331, 171.83, 172.62
332, 170.34, 171.14
333, 168.65, 169.51
334, 166.89, 167.70
335, 164.90, 165.81
336, 162.72, 163.90
337, 160.46, 161.64
338, 158.29, 159.01
339, 156.33, 156.21
340, 154.54, 153.52
341, 152.91, 151.12
342, 151.59, 149.24
343, 150.62, 147.93
344, 150.03, 147.41
345, 149.91, 147.60
346, 150.21, 148.40
347, 151.05, 149.82
348, 152.31, 151.72
349, 153.89, 154.05
350, 155.72, 156.61
351, 157.69, 159.22
352, 159.83, 161.95
353, 162.02, 164.72
354, 164.23, 167.42
355, 166.34, 169.91
356, 168.28, 171.95
357, 170.01, 173.51
358, 171.49, 174.57
359, 172.66, 175.36
360, 173.52, 175.99
361, 174.10, 176.30
362, 174.11, 176.25
363, 173.58, 175.82
364, 172.53, 174.95
365, 171.17, 173.70
366, 169.68, 172.11
367, 168.10, 170.37
368, 166.53, 168.59
369, 164.78, 166.76
370, 162.88, 164.91
371, 160.86, 162.73
372, 158.96, 160.28
373, 157.28, 157.58
374, 155.78, 154.91
375, 154.42, 152.43
376, 153.17, 150.42
377, 152.25, 148.96
378, 151.69, 148.04
379, 151.59, 147.87
380, 151.86, 148.41
381, 152.41, 149.75
382, 153.34, 151.67
383, 154.59, 154.08
384, 156.24, 156.75
385, 158.16, 159.48
386, 160.29, 162.22
387, 162.48, 164.88
388, 164.64, 167.26
389, 166.67, 169.25
390, 168.54, 170.79
391, 170.22, 172.04
392, 171.70, 173.07
393, 172.98, 173.96
394, 173.93, 174.68
395, 174.54, 175.26
396, 174.56, 175.50
397, 174.03, 175.36
398, 173.02, 174.69
399, 171.55, 173.58
400, 169.75, 172.13
401, 167.76, 170.44
402, 165.75, 168.63
403, 163.85, 166.58
404, 161.92, 164.36
405, 159.99, 162.04
406, 157.92, 159.53
407, 155.82, 156.90
408, 153.75, 154.26
409, 151.93, 151.78
410, 150.44, 149.87
411, 149.49, 148.60
412, 149.05, 148.00
413, 149.24, 148.09
414, 149.92, 148.75
415, 150.99, 150.16
416, 152.44, 152.17
417, 154.18, 154.63
418, 156.30, 157.45
419, 158.70, 160.44
420, 161.25, 163.51
421, 163.83, 166.47
422, 166.33, 169.21
423, 168.58, 171.58
424, 170.49, 173.51
425, 172.01, 174.98
426, 173.19, 176.02
427, 174.05, 176.69
428, 174.65, 176.99
429, 175.04, 176.98
430, 175.25, 176.54
431, 175.02, 175.75
432, 174.32, 174.41
433, 173.05, 172.62
434, 171.40, 170.48
435, 169.51, 168.20
436, 167.41, 165.95
437, 165.20, 163.58
438, 162.89, 161.11
439, 160.62, 158.57
440, 158.47, 156.01
441, 156.51, 153.53
442, 154.79, 151.06
443, 153.30, 148.69
444, 152.04, 146.45
445, 151.20, 144.91
446, 150.79, 144.19
447, 150.82, 144.53
448, 151.35, 145.70
449, 152.30, 147.49
450, 153.78, 149.88
451, 155.64, 152.66
452, 157.74, 155.83
453, 160.03, 159.18
454, 162.38, 162.52
455, 164.70, 165.75
456, 166.88, 168.75
457, 168.85, 171.26
458, 170.62, 173.21
459, 172.19, 174.65
460, 173.58, 175.68
461, 174.80, 176.43
462, 175.84, 176.74
463, 176.45, 176.64
464, 176.58, 176.03
465, 176.03, 175.02
466, 174.95, 173.73
467, 173.44, 172.09
468, 171.60, 170.18
