MS, MPT, t (s), PWMi, PWMe, Pressure (Psi), LW (V), Displacement (mm)
23 ,  1 ,  737597 ,  0 ,  220 ,  14.21 ,  0.04 ,  1.98
23 ,  1 ,  737636 ,  255 ,  0 ,  14.21 ,  0.04 ,  1.98
23 ,  1 ,  737674 ,  255 ,  0 ,  16.41 ,  0.04 ,  1.98
23 ,  1 ,  737713 ,  255 ,  0 ,  30.07 ,  0.06 ,  3.57
23 ,  1 ,  737752 ,  255 ,  0 ,  43.84 ,  0.12 ,  6.65
23 ,  1 ,  737790 ,  255 ,  0 ,  53.53 ,  0.20 ,  10.02
23 ,  1 ,  737828 ,  255 ,  0 ,  60.24 ,  0.27 ,  12.70
23 ,  1 ,  737867 ,  255 ,  0 ,  64.98 ,  0.34 ,  14.68
23 ,  1 ,  737909 ,  255 ,  0 ,  68.83 ,  0.40 ,  16.27
23 ,  1 ,  737947 ,  255 ,  0 ,  71.59 ,  0.44 ,  17.36
23 ,  1 ,  737986 ,  255 ,  0 ,  73.90 ,  0.47 ,  18.16
23 ,  1 ,  738025 ,  255 ,  0 ,  75.88 ,  0.50 ,  18.85
23 ,  1 ,  738063 ,  255 ,  0 ,  77.53 ,  0.52 ,  19.45
23 ,  1 ,  738102 ,  255 ,  0 ,  79.08 ,  0.54 ,  19.94
23 ,  1 ,  738140 ,  255 ,  0 ,  80.40 ,  0.55 ,  20.44
23 ,  1 ,  738179 ,  255 ,  0 ,  81.61 ,  0.56 ,  20.74
23 ,  1 ,  738217 ,  255 ,  0 ,  82.82 ,  0.57 ,  21.13
23 ,  1 ,  738257 ,  255 ,  0 ,  83.92 ,  0.58 ,  21.43
23 ,  1 ,  738296 ,  255 ,  0 ,  84.91 ,  0.58 ,  21.73
23 ,  1 ,  738335 ,  255 ,  0 ,  85.90 ,  0.58 ,  21.93
23 ,  1 ,  738373 ,  255 ,  0 ,  86.78 ,  0.59 ,  22.22
23 ,  1 ,  738412 ,  255 ,  0 ,  87.67 ,  0.59 ,  22.52
23 ,  1 ,  738450 ,  255 ,  0 ,  88.44 ,  0.59 ,  22.72
23 ,  1 ,  738489 ,  255 ,  0 ,  89.21 ,  0.60 ,  22.92
23 ,  1 ,  738528 ,  255 ,  0 ,  89.87 ,  0.60 ,  23.12
23 ,  1 ,  738566 ,  255 ,  0 ,  90.42 ,  0.60 ,  23.22
23 ,  1 ,  738607 ,  255 ,  0 ,  91.19 ,  0.60 ,  23.42
23 ,  1 ,  738644 ,  255 ,  0 ,  91.74 ,  0.60 ,  23.51
23 ,  1 ,  738683 ,  255 ,  0 ,  92.29 ,  0.60 ,  23.71
23 ,  1 ,  738722 ,  255 ,  0 ,  92.73 ,  0.60 ,  23.81
23 ,  1 ,  738760 ,  255 ,  0 ,  93.28 ,  0.60 ,  23.81
23 ,  1 ,  738799 ,  255 ,  0 ,  93.72 ,  0.60 ,  24.01
23 ,  1 ,  738837 ,  255 ,  0 ,  94.05 ,  0.61 ,  24.11
23 ,  1 ,  738876 ,  255 ,  0 ,  94.49 ,  0.61 ,  24.21
23 ,  1 ,  738915 ,  255 ,  0 ,  94.71 ,  0.61 ,  24.31
23 ,  1 ,  738955 ,  255 ,  0 ,  95.04 ,  0.61 ,  24.31
23 ,  1 ,  738994 ,  255 ,  0 ,  95.26 ,  0.61 ,  24.41
23 ,  1 ,  739033 ,  255 ,  0 ,  95.48 ,  0.61 ,  24.51
23 ,  1 ,  739070 ,  255 ,  0 ,  95.59 ,  0.61 ,  24.51
23 ,  1 ,  739109 ,  255 ,  0 ,  95.70 ,  0.61 ,  24.51
23 ,  1 ,  739147 ,  255 ,  0 ,  95.82 ,  0.61 ,  24.61
