MS,MPT,t (ms),PWMi,PWMe,Pressure (Psi),LW raw(V),Displacement (mm),t_rel(s),LW (V),delta d (m),delta t (s),vel (m/s),strain,strain rate (1/s),dv/dt raw,dv/dt
25,4,1046196,0,205,13.77,0.03,1.98,0.0,-0.03067381893468831,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,4,1046237,255,0,13.66,0.03,1.98,0.041,0.02004329004329014,0.0025143794005411486,0.082,0.030663163421233517,0.012774193548387096,0.0,0.0,1.24730267778769
25,4,1046278,255,0,16.52,0.03,1.98,0.082,0.07160500064390227,0.0029387694253353316,0.08299999999999999,0.03540686054620882,0.012774193548387096,0.15468324912553444,0.3614457831325302,1.2464471495102014
25,4,1046320,255,0,31.94,0.06,3.97,0.124,0.12349840345263685,0.003489378654172259,0.083,0.0420407066767742,0.025612903225806453,0.4321803342401865,1.2048192771084338,1.2482601013383172
25,4,1046361,255,0,46.15,0.13,7.54,0.165,0.1752105890549826,0.0039916056090180466,0.08199999999999999,0.048678117183146914,0.04864516129032258,0.5460267505900867,1.829268292682927,1.2528078607779447
25,4,1046402,255,0,55.73,0.21,10.91,0.206,0.2262286480364283,0.004289087410628999,0.08299999999999999,0.05167575193528915,0.07038709677419355,0.4702681694520016,1.927710843373494,1.2148082159937368
25,4,1046444,255,0,62.23,0.29,13.59,0.248,0.27603967098246274,0.004288659556583249,0.08199999999999999,0.05230072629979573,0.0876774193548387,0.3595594020456334,1.7073170731707317,1.1939280541725152
25,4,1046484,255,0,66.85,0.35,15.48,0.288,0.32413074847857454,0.003979747071185578,0.08500000000000002,0.046820553778653844,0.09987096774193549,0.25654648956356724,1.4117647058823526,1.1052858838563508
25,4,1046529,255,0,70.49,0.41,16.97,0.333,0.3699889711102526,0.003425876918958883,0.08500000000000002,0.04030443434069273,0.10948387096774193,0.18823529411764703,1.1764705882352942,1.0467138939342477
25,4,1046569,255,0,73.13,0.45,17.96,0.373,0.4131014294629856,0.0027364427028055156,0.08099999999999996,0.033783243244512554,0.11587096774193549,0.1417761847869377,0.864197530864198,1.0242746050864655
25,4,1046610,255,0,75.33,0.48,18.75,0.414,0.45295521412225626,0.0020315896625576284,0.08200000000000002,0.024775483689727172,0.12096774193548387,0.11723052714398106,0.6097560975609754,0.9516210752466021
25,4,1046651,255,0,77.31,0.5,19.45,0.455,0.491134357633207,0.0014119512057002162,0.08200000000000002,0.01721891714268556,0.12548387096774194,0.09362706530291101,0.609756097560976,0.847080585876132
25,4,1046692,255,0,78.97,0.53,19.94,0.496,0.5224158221640991,0.0009403231724269361,0.08300000000000002,0.011329194848517299,0.12864516129032258,0.07695297318305482,0.4819277108433738,0.6486094754959612
25,4,1046734,255,0,80.4,0.54,20.44,0.538,0.5449689440993718,0.0006369739393371318,0.08299999999999996,0.007674384811290748,0.1318709677419355,0.06995724834823158,0.24096385542168708,0.44210841404191004
25,4,1046775,255,0,81.83,0.55,20.84,0.579,0.5591108205295776,0.00048609829496376735,0.08199999999999996,0.005928027987363019,0.1344516129032258,0.06215578284815088,0.24390243902439057,0.2883933056394928
25,4,1046816,255,0,83.04,0.56,21.23,0.62,0.5686171951618102,0.0004487498885453327,0.08200000000000007,0.005472559616406492,0.13696774193548386,0.05428796223446119,0.24390243902438888,0.19689999122939483
