MS,MPT,t (ms),PWMi,PWMe,Pressure (Psi),LW raw(V),Displacement (mm),t_rel(s),LW (V),delta d (m),delta t (s),vel (m/s),strain,strain rate (1/s),dv/dt raw,dv/dt
13,2,257244,0,255,2.98,0.12,0.89,0.0,0.09758140410314303,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2,257271,250,0,1.88,0.11,0.69,0.027,0.10257293431206459,0.0019494621627865532,0.055,0.03544476659611915,0.004451612903225806,-0.02346041055718475,-0.18181818181818174,0.3147412188394104
13,2,257299,250,0,3.09,0.11,0.69,0.055,0.1148921711393106,0.0020594197662431413,0.05700000000000001,0.036130171337598965,0.004451612903225806,0.04527447651386532,0.0,0.544561134709275
13,2,257328,250,0,11.79,0.11,1.09,0.084,0.13361291899049327,0.0022272008119981358,0.056,0.03977144307139528,0.00703225806451613,0.2407834101382488,0.3571428571428572,0.7663716273556097
13,2,257355,250,0,23.68,0.13,2.78,0.111,0.15780898227122475,0.0024241101987253462,0.05600000000000001,0.04328768212009546,0.01793548387096774,0.4573732718894008,1.0714285714285714,0.9453793999397138
13,2,257384,250,0,34.47,0.17,5.06,0.14,0.18655416538711725,0.0026170638648465917,0.05700000000000001,0.045913401137659494,0.03264516129032258,0.538766270514997,1.403508771929824,1.072162990746635
13,2,257412,250,0,42.73,0.21,7.54,0.168,0.21892227274378295,0.0027739893639127373,0.05499999999999999,0.050436170252958865,0.04864516129032258,0.5583577712609973,1.6363636363636365,1.226053515631215
13,2,257439,250,0,49.01,0.26,9.82,0.195,0.25398710874683406,0.0028686222768676177,0.057999999999999996,0.04945900477357962,0.06335483870967742,0.474972191323693,1.7241379310344829,1.2396587078982724
13,2,257470,250,0,53.86,0.31,11.81,0.226,0.29082247780188275,0.0028838900076410853,0.059,0.04887949165493365,0.07619354838709677,0.3903772553307819,1.5254237288135588,1.262967382503511
13,2,257498,250,0,57.49,0.35,13.39,0.254,0.3285021843145412,0.0028134695498333927,0.055999999999999966,0.05024052767559633,0.08638709677419355,0.32027649769585276,1.4285714285714297,1.3442420515809679
